game_id	url	TV	game_date	game_time_et	away_team	home_team	away_team_full_name	home_team_full_name	game_number_this_day	game_number_this_day_and_time	arena	city	away_team_espn_abbr	home_team_espn_abbr
348	https://www.nba.com/game/min-vs-okc-0022000348	Fox Sports Oklahoma	2/5/21	8:00 PM ET	MIN	OKC	Minnesota Timberwolves	Oklahoma City Thunder	7	2	Chesapeake Energy Arena	"Oklahoma City, OK"	min	okc
349	https://www.nba.com/game/det-vs-phx-0022000349		2/5/21	9:00 PM ET	DET	PHX	Detroit Pistons	Phoenix Suns	8	1	PHX Arena	"Phoenix, AZ"	det	phx
350	https://www.nba.com/game/bos-vs-lac-0022000350	"ESPN, Fox Sports Prime Tic"	2/5/21	10:00 PM ET	BOS	LAC	Boston Celtics	LA Clippers	9	1	Staples Center	"Los Angeles, CA"	bos	lac
351	https://www.nba.com/game/por-vs-nyk-0022000351	NBC Sports Northwest	2/6/21	1:00 PM ET	POR	NYK	Portland Trail Blazers	New York Knicks	1	1	Madison Square Garden	"New York, NY"	por	nyk
352	https://www.nba.com/game/den-vs-sac-0022000352	NBA TV	2/6/21	5:00 PM ET	DEN	SAC	Denver Nuggets	Sacramento Kings	2	1	Golden 1 Center	"Sacramento, CA"	den	sac
353	https://www.nba.com/game/chi-vs-orl-0022000353		2/6/21	7:00 PM ET	CHI	ORL	Chicago Bulls	Orlando Magic	3	1	Amway Center	"Orlando, FL"	chi	orl
354	https://www.nba.com/game/bkn-vs-phi-0022000354		2/6/21	7:00 PM ET	BKN	PHI	Brooklyn Nets	Philadelphia 76ers	4	2	Wells Fargo Center	"Philadelphia, PA"	bkn	phi
355	https://www.nba.com/game/mem-vs-nop-0022000355		2/6/21	7:00 PM ET	MEM	NOP	Memphis Grizzlies	New Orleans Pelicans	5	3	Smoothie King Center	"New Orleans, LA"	mem	no
356	https://www.nba.com/game/tor-vs-atl-0022000356		2/6/21	7:30 PM ET	TOR	ATL	Toronto Raptors	Atlanta Hawks	6	1	State Farm Arena	"Atlanta, GA"	tor	atl
357	https://www.nba.com/game/mil-vs-cle-0022000357		2/6/21	8:00 PM ET	MIL	CLE	Milwaukee Bucks	Cleveland Cavaliers	7	1	Rocket Mortgage FieldHouse	"Cleveland, OH"	mil	cle
358	https://www.nba.com/game/sas-vs-hou-0022000358		2/6/21	8:00 PM ET	SAS	HOU	San Antonio Spurs	Houston Rockets	8	2	Toyota Center	"Houston, TX"	sas	hou
359	https://www.nba.com/game/min-vs-okc-0022000359	Fox Sports Oklahoma	2/6/21	8:00 PM ET	MIN	OKC	Minnesota Timberwolves	Oklahoma City Thunder	9	3	Chesapeake Energy Arena	"Oklahoma City, OK"	min	okc
360	https://www.nba.com/game/gsw-vs-dal-0022000360	ABC	2/6/21	8:30 PM ET	GSW	DAL	Golden State Warriors	Dallas Mavericks	10	1	American Airlines Center	"Dallas, TX"	gsw	dal
361	https://www.nba.com/game/det-vs-lal-0022000361	Spectrum SportsNet	2/6/21	10:00 PM ET	DET	LAL	Detroit Pistons	Los Angeles Lakers	11	1	Staples Center	"Los Angeles, CA"	det	lal
362	https://www.nba.com/game/por-vs-cha-0022000362	NBC Sports Northwest	2/7/21	1:00 PM ET	POR	CHA	Portland Trail Blazers	Charlotte Hornets	1	1	Spectrum Center	"Charlotte, NC"	por	cha
363	https://www.nba.com/game/uta-vs-ind-0022000363		2/7/21	1:00 PM ET	UTA	IND	Utah Jazz	Indiana Pacers	2	2	Bankers Life Fieldhouse	"Indianapolis, IN"	uth	ind
364	https://www.nba.com/game/mia-vs-nyk-0022000364		2/7/21	1:00 PM ET	MIA	NYK	Miami Heat	New York Knicks	3	3	Madison Square Garden	"New York, NY"	mia	nyk
365	https://www.nba.com/game/bos-vs-phx-0022000365	NBA TV	2/7/21	2:00 PM ET	BOS	PHX	Boston Celtics	Phoenix Suns	4	1	PHX Arena	"Phoenix, AZ"	bos	phx
366	https://www.nba.com/game/sac-vs-lac-0022000366	Fox Sports Prime Tic	2/7/21	3:00 PM ET	SAC	LAC	Sacramento Kings	LA Clippers	5	1	Staples Center	"Los Angeles, CA"	sac	lac
367	https://www.nba.com/game/hou-vs-cha-0022000367	NBA TV	2/8/21	7:00 PM ET	HOU	CHA	Houston Rockets	Charlotte Hornets	1	1	Spectrum Center	"Charlotte, NC"	hou	cha
368	https://www.nba.com/game/was-vs-chi-0022000368		2/8/21	8:00 PM ET	WAS	CHI	Washington Wizards	Chicago Bulls	2	1	United Center	"Chicago, IL"	was	chi
369	https://www.nba.com/game/tor-vs-mem-0022000369		2/8/21	8:00 PM ET	TOR	MEM	Toronto Raptors	Memphis Grizzlies	3	2	FedExForum	"Memphis, TN"	tor	mem
370	https://www.nba.com/game/min-vs-dal-0022000370		2/8/21	8:30 PM ET	MIN	DAL	Minnesota Timberwolves	Dallas Mavericks	4	1	American Airlines Center	"Dallas, TX"	min	dal
371	https://www.nba.com/game/gsw-vs-sas-0022000371		2/8/21	8:30 PM ET	GSW	SAS	Golden State Warriors	San Antonio Spurs	5	2	AT&T Center	"San Antonio, TX"	gsw	sas
372	https://www.nba.com/game/cle-vs-phx-0022000372		2/8/21	9:00 PM ET	CLE	PHX	Cleveland Cavaliers	Phoenix Suns	6	1	PHX Arena	"Phoenix, AZ"	cle	phx
373	https://www.nba.com/game/mil-vs-den-0022000373	NBA TV	2/8/21	9:30 PM ET	MIL	DEN	Milwaukee Bucks	Denver Nuggets	7	1	Ball Arena	"Denver, CO"	mil	den
374	https://www.nba.com/game/okc-vs-lal-0022000374	"Spectrum SportsNet, Fox Sports Oklahoma"	2/8/21	10:00 PM ET	OKC	LAL	Oklahoma City Thunder	Los Angeles Lakers	8	1	Staples Center	"Los Angeles, CA"	okc	lal
375	https://www.nba.com/game/bkn-vs-det-0022000375		2/9/21	7:00 PM ET	BKN	DET	Brooklyn Nets	Detroit Pistons	1	1	Little Caesars Arena	"Detroit, MI"	bkn	det
376	https://www.nba.com/game/nyk-vs-mia-0022000376		2/9/21	7:30 PM ET	NYK	MIA	New York Knicks	Miami Heat	2	1	AmericanAirlines Arena	"Miami, FL"	nyk	mia
377	https://www.nba.com/game/hou-vs-nop-0022000377	TNT	2/9/21	7:30 PM ET	HOU	NOP	Houston Rockets	New Orleans Pelicans	3	2	Smoothie King Center	"New Orleans, LA"	hou	no
378	https://www.nba.com/game/gsw-vs-sas-0022000378		2/9/21	8:30 PM ET	GSW	SAS	Golden State Warriors	San Antonio Spurs	4	1	AT&T Center	"San Antonio, TX"	gsw	sas
379	https://www.nba.com/game/bos-vs-uta-0022000379	TNT	2/9/21	10:00 PM ET	BOS	UTA	Boston Celtics	Utah Jazz	5	1	Vivint Smart Home Arena	"Salt Lake City, UT"	bos	uth
380	https://www.nba.com/game/orl-vs-por-0022000380	NBC Sports Northwest	2/9/21	10:00 PM ET	ORL	POR	Orlando Magic	Portland Trail Blazers	6	2	Moda Center	"Portland, OR"	orl	por
381	https://www.nba.com/game/phi-vs-sac-0022000381		2/9/21	10:00 PM ET	PHI	SAC	Philadelphia 76ers	Sacramento Kings	7	3	Golden 1 Center	"Sacramento, CA"	phi	sac
382	https://www.nba.com/game/tor-vs-was-0022000382		2/10/21	7:00 PM ET	TOR	WAS	Toronto Raptors	Washington Wizards	1	1	Capital One Arena	"Washington, DC"	tor	was
383	https://www.nba.com/game/ind-vs-bkn-0022000383		2/10/21	7:30 PM ET	IND	BKN	Indiana Pacers	Brooklyn Nets	2	1	Barclays Center	"Brooklyn, NY"	ind	bkn
384	https://www.nba.com/game/atl-vs-dal-0022000384	ESPN	2/10/21	7:30 PM ET	ATL	DAL	Atlanta Hawks	Dallas Mavericks	3	2	American Airlines Center	"Dallas, TX"	atl	dal
385	https://www.nba.com/game/nop-vs-chi-0022000385		2/10/21	8:00 PM ET	NOP	CHI	New Orleans Pelicans	Chicago Bulls	4	1	United Center	"Chicago, IL"	no	chi
386	https://www.nba.com/game/cha-vs-mem-0022000386		2/10/21	8:00 PM ET	CHA	MEM	Charlotte Hornets	Memphis Grizzlies	5	2	FedExForum	"Memphis, TN"	cha	mem
387	https://www.nba.com/game/lac-vs-min-0022000387	Fox Sports Prime Tic	2/10/21	8:00 PM ET	LAC	MIN	LA Clippers	Minnesota Timberwolves	6	3	Target Center	"Minneapolis, MN"	lac	min
388	https://www.nba.com/game/cle-vs-den-0022000388		2/10/21	9:00 PM ET	CLE	DEN	Cleveland Cavaliers	Denver Nuggets	7	1	Ball Arena	"Denver, CO"	cle	den
389	https://www.nba.com/game/mil-vs-phx-0022000389	ESPN	2/10/21	10:00 PM ET	MIL	PHX	Milwaukee Bucks	Phoenix Suns	8	1	PHX Arena	"Phoenix, AZ"	mil	phx
390	https://www.nba.com/game/okc-vs-lal-0022000390	"Spectrum SportsNet, Fox Sports Oklahoma"	2/10/21	10:00 PM ET	OKC	LAL	Oklahoma City Thunder	Los Angeles Lakers	9	2	Staples Center	"Los Angeles, CA"	okc	lal
391	https://www.nba.com/game/ind-vs-det-0022000391		2/11/21	7:00 PM ET	IND	DET	Indiana Pacers	Detroit Pistons	1	1	Little Caesars Arena	"Detroit, MI"	ind	det
392	https://www.nba.com/game/mia-vs-hou-0022000392	TNT	2/11/21	7:30 PM ET	MIA	HOU	Miami Heat	Houston Rockets	2	1	Toyota Center	"Houston, TX"	mia	hou
393	https://www.nba.com/game/orl-vs-gsw-0022000393		2/11/21	10:00 PM ET	ORL	GSW	Orlando Magic	Golden State Warriors	3	1	Chase Center	"San Francisco, CA"	orl	gsw
394	https://www.nba.com/game/phi-vs-por-0022000394	TNT	2/11/21	10:00 PM ET	PHI	POR	Philadelphia 76ers	Portland Trail Blazers	4	2	Moda Center	"Portland, OR"	phi	por
395	https://www.nba.com/game/min-vs-cha-0022000395		2/12/21	7:00 PM ET	MIN	CHA	Minnesota Timberwolves	Charlotte Hornets	1	1	Spectrum Center	"Charlotte, NC"	min	cha
396	https://www.nba.com/game/nyk-vs-was-0022000396		2/12/21	7:00 PM ET	NYK	WAS	New York Knicks	Washington Wizards	2	2	Capital One Arena	"Washington, DC"	nyk	was
397	https://www.nba.com/game/sas-vs-atl-0022000397		2/12/21	7:30 PM ET	SAS	ATL	San Antonio Spurs	Atlanta Hawks	3	1	State Farm Arena	"Atlanta, GA"	sas	atl
398	https://www.nba.com/game/tor-vs-bos-0022000398		2/12/21	7:30 PM ET	TOR	BOS	Toronto Raptors	Boston Celtics	4	2	TD Garden	"Boston, MA"	tor	bos
399	https://www.nba.com/game/nop-vs-dal-0022000399	ESPN	2/12/21	7:30 PM ET	NOP	DAL	New Orleans Pelicans	Dallas Mavericks	5	3	American Airlines Center	"Dallas, TX"	no	dal
400	https://www.nba.com/game/lac-vs-chi-0022000400	Fox Sports Prime Tic	2/12/21	8:00 PM ET	LAC	CHI	LA Clippers	Chicago Bulls	6	1	United Center	"Chicago, IL"	lac	chi
401	https://www.nba.com/game/okc-vs-den-0022000401	Fox Sports Oklahoma	2/12/21	9:00 PM ET	OKC	DEN	Oklahoma City Thunder	Denver Nuggets	7	1	Ball Arena	"Denver, CO"	okc	den
402	https://www.nba.com/game/mil-vs-uta-0022000402		2/12/21	9:00 PM ET	MIL	UTA	Milwaukee Bucks	Utah Jazz	8	2	Vivint Smart Home Arena	"Salt Lake City, UT"	mil	uth
403	https://www.nba.com/game/mem-vs-lal-0022000403	"ESPN, Spectrum SportsNet"	2/12/21	10:00 PM ET	MEM	LAL	Memphis Grizzlies	Los Angeles Lakers	9	1	Staples Center	"Los Angeles, CA"	mem	lal
404	https://www.nba.com/game/cle-vs-por-0022000404	NBC Sports Northwest	2/12/21	10:00 PM ET	CLE	POR	Cleveland Cavaliers	Portland Trail Blazers	10	2	Moda Center	"Portland, OR"	cle	por
405	https://www.nba.com/game/orl-vs-sac-0022000405		2/12/21	10:00 PM ET	ORL	SAC	Orlando Magic	Sacramento Kings	11	3	Golden 1 Center	"Sacramento, CA"	orl	sac
406	https://www.nba.com/game/phi-vs-phx-0022000406	NBA TV	2/13/21	5:00 PM ET	PHI	PHX	Philadelphia 76ers	Phoenix Suns	1	1	PHX Arena	"Phoenix, AZ"	phi	phx
407	https://www.nba.com/game/ind-vs-atl-0022000407		2/13/21	7:30 PM ET	IND	ATL	Indiana Pacers	Atlanta Hawks	2	1	State Farm Arena	"Atlanta, GA"	ind	atl
408	https://www.nba.com/game/hou-vs-nyk-0022000408		2/13/21	7:30 PM ET	HOU	NYK	Houston Rockets	New York Knicks	3	2	Madison Square Garden	"New York, NY"	hou	nyk
409	https://www.nba.com/game/bkn-vs-gsw-0022000409	ABC	2/13/21	8:30 PM ET	BKN	GSW	Brooklyn Nets	Golden State Warriors	4	1	Chase Center	"San Francisco, CA"	bkn	gsw
410	https://www.nba.com/game/mia-vs-uta-0022000410		2/13/21	9:00 PM ET	MIA	UTA	Miami Heat	Utah Jazz	5	1	Vivint Smart Home Arena	"Salt Lake City, UT"	mia	uth
411	https://www.nba.com/game/por-vs-dal-0022000411	NBC Sports Northwest	2/14/21	3:30 PM ET	POR	DAL	Portland Trail Blazers	Dallas Mavericks	1	1	American Airlines Center	"Dallas, TX"	por	dal
412	https://www.nba.com/game/det-vs-bos-0022000412		2/14/21	6:00 PM ET	DET	BOS	Detroit Pistons	Boston Celtics	2	1	TD Garden	"Boston, MA"	det	bos
413	https://www.nba.com/game/min-vs-tor-0022000413		2/14/21	6:00 PM ET	MIN	TOR	Minnesota Timberwolves	Toronto Raptors	3	2	Amalie Arena	"Tampa, FL"	min	tor
414	https://www.nba.com/game/sas-vs-cha-0022000414		2/14/21	7:00 PM ET	SAS	CHA	San Antonio Spurs	Charlotte Hornets	4	1	Spectrum Center	"Charlotte, NC"	sas	cha
415	https://www.nba.com/game/mil-vs-okc-0022000415	Fox Sports Oklahoma	2/14/21	7:00 PM ET	MIL	OKC	Milwaukee Bucks	Oklahoma City Thunder	5	2	Chesapeake Energy Arena	"Oklahoma City, OK"	mil	okc
416	https://www.nba.com/game/lal-vs-den-0022000416	"NBA TV, Spectrum SportsNet"	2/14/21	7:30 PM ET	LAL	DEN	Los Angeles Lakers	Denver Nuggets	6	1	Ball Arena	"Denver, CO"	lal	den
417	https://www.nba.com/game/orl-vs-phx-0022000417		2/14/21	8:00 PM ET	ORL	PHX	Orlando Magic	Phoenix Suns	7	1	PHX Arena	"Phoenix, AZ"	orl	phx
418	https://www.nba.com/game/mem-vs-sac-0022000418		2/14/21	9:00 PM ET	MEM	SAC	Memphis Grizzlies	Sacramento Kings	8	1	Golden 1 Center	"Sacramento, CA"	mem	sac
419	https://www.nba.com/game/cle-vs-lac-0022000419	"NBA TV, Fox Sports Prime Tic"	2/14/21	10:00 PM ET	CLE	LAC	Cleveland Cavaliers	LA Clippers	9	1	Staples Center	"Los Angeles, CA"	cle	lac
420	https://www.nba.com/game/chi-vs-ind-0022000420		2/15/21	7:00 PM ET	CHI	IND	Chicago Bulls	Indiana Pacers	1	1	Bankers Life Fieldhouse	"Indianapolis, IN"	chi	ind
421	https://www.nba.com/game/hou-vs-was-0022000421	NBA TV	2/15/21	7:00 PM ET	HOU	WAS	Houston Rockets	Washington Wizards	2	2	Capital One Arena	"Washington, DC"	hou	was
422	https://www.nba.com/game/atl-vs-nyk-0022000422		2/15/21	7:30 PM ET	ATL	NYK	Atlanta Hawks	New York Knicks	3	1	Madison Square Garden	"New York, NY"	atl	nyk
423	https://www.nba.com/game/phi-vs-uta-0022000423		2/15/21	9:00 PM ET	PHI	UTA	Philadelphia 76ers	Utah Jazz	4	1	Vivint Smart Home Arena	"Salt Lake City, UT"	phi	uth
424	https://www.nba.com/game/cle-vs-gsw-0022000424		2/15/21	10:00 PM ET	CLE	GSW	Cleveland Cavaliers	Golden State Warriors	5	1	Chase Center	"San Francisco, CA"	cle	gsw
425	https://www.nba.com/game/mia-vs-lac-0022000425	"NBA TV, Fox Sports Prime Tic"	2/15/21	10:00 PM ET	MIA	LAC	Miami Heat	LA Clippers	6	2	Staples Center	"Los Angeles, CA"	mia	lac
426	https://www.nba.com/game/bkn-vs-sac-0022000426		2/15/21	10:00 PM ET	BKN	SAC	Brooklyn Nets	Sacramento Kings	7	3	Golden 1 Center	"Sacramento, CA"	bkn	sac
427	https://www.nba.com/game/den-vs-bos-0022000427		2/16/21	7:00 PM ET	DEN	BOS	Denver Nuggets	Boston Celtics	1	1	TD Garden	"Boston, MA"	den	bos
428	https://www.nba.com/game/sas-vs-det-0022000428		2/16/21	7:00 PM ET	SAS	DET	San Antonio Spurs	Detroit Pistons	2	2	Little Caesars Arena	"Detroit, MI"	sas	det
429	https://www.nba.com/game/nop-vs-mem-0022000429	TNT	2/16/21	7:30 PM ET	NOP	MEM	New Orleans Pelicans	Memphis Grizzlies	3	1	FedExForum	"Memphis, TN"	no	mem
430	https://www.nba.com/game/tor-vs-mil-0022000430		2/16/21	8:00 PM ET	TOR	MIL	Toronto Raptors	Milwaukee Bucks	4	1	Fiserv Forum	"Milwaukee, WI"	tor	mil
431	https://www.nba.com/game/lal-vs-min-0022000431	Spectrum SportsNet	2/16/21	8:00 PM ET	LAL	MIN	Los Angeles Lakers	Minnesota Timberwolves	5	2	Target Center	"Minneapolis, MN"	lal	min
432	https://www.nba.com/game/por-vs-okc-0022000432	"Fox Sports Oklahoma, NBC Sports Northwest"	2/16/21	8:00 PM ET	POR	OKC	Portland Trail Blazers	Oklahoma City Thunder	6	3	Chesapeake Energy Arena	"Oklahoma City, OK"	por	okc
433	https://www.nba.com/game/bkn-vs-phx-0022000433	TNT	2/16/21	10:00 PM ET	BKN	PHX	Brooklyn Nets	Phoenix Suns	7	1	PHX Arena	"Phoenix, AZ"	bkn	phx
434	https://www.nba.com/game/chi-vs-cha-0022000434		2/17/21	7:00 PM ET	CHI	CHA	Chicago Bulls	Charlotte Hornets	1	1	Spectrum Center	"Charlotte, NC"	chi	cha
435	https://www.nba.com/game/sas-vs-cle-0022000435		2/17/21	7:00 PM ET	SAS	CLE	San Antonio Spurs	Cleveland Cavaliers	2	2	Rocket Mortgage FieldHouse	"Cleveland, OH"	sas	cle
436	https://www.nba.com/game/nyk-vs-orl-0022000436		2/17/21	7:00 PM ET	NYK	ORL	New York Knicks	Orlando Magic	3	3	Amway Center	"Orlando, FL"	nyk	orl
437	https://www.nba.com/game/den-vs-was-0022000437		2/17/21	7:00 PM ET	DEN	WAS	Denver Nuggets	Washington Wizards	4	4	Capital One Arena	"Washington, DC"	den	was
438	https://www.nba.com/game/atl-vs-bos-0022000438		2/17/21	7:30 PM ET	ATL	BOS	Atlanta Hawks	Boston Celtics	5	1	TD Garden	"Boston, MA"	atl	bos
439	https://www.nba.com/game/hou-vs-phi-0022000439	ESPN	2/17/21	7:30 PM ET	HOU	PHI	Houston Rockets	Philadelphia 76ers	6	2	Wells Fargo Center	"Philadelphia, PA"	hou	phi
440	https://www.nba.com/game/ind-vs-min-0022000440		2/17/21	8:00 PM ET	IND	MIN	Indiana Pacers	Minnesota Timberwolves	7	1	Target Center	"Minneapolis, MN"	ind	min
441	https://www.nba.com/game/por-vs-nop-0022000441	NBC Sports Northwest	2/17/21	8:00 PM ET	POR	NOP	Portland Trail Blazers	New Orleans Pelicans	8	2	Smoothie King Center	"New Orleans, LA"	por	no
442	https://www.nba.com/game/det-vs-dal-0022000442		2/17/21	8:30 PM ET	DET	DAL	Detroit Pistons	Dallas Mavericks	9	1	American Airlines Center	"Dallas, TX"	det	dal
443	https://www.nba.com/game/mia-vs-gsw-0022000443	ESPN	2/17/21	10:00 PM ET	MIA	GSW	Miami Heat	Golden State Warriors	10	1	Chase Center	"San Francisco, CA"	mia	gsw
444	https://www.nba.com/game/uta-vs-lac-0022000444	Fox Sports Prime Tic	2/17/21	10:00 PM ET	UTA	LAC	Utah Jazz	LA Clippers	11	2	Staples Center	"Los Angeles, CA"	uth	lac
445	https://www.nba.com/game/tor-vs-mil-0022000445	TNT	2/18/21	7:30 PM ET	TOR	MIL	Toronto Raptors	Milwaukee Bucks	1	1	Fiserv Forum	"Milwaukee, WI"	tor	mil
446	https://www.nba.com/game/bkn-vs-lal-0022000446	TNT	2/18/21	10:00 PM ET	BKN	LAL	Brooklyn Nets	Los Angeles Lakers	2	1	Staples Center	"Los Angeles, CA"	bkn	lal
447	https://www.nba.com/game/mia-vs-sac-0022000447		2/18/21	10:00 PM ET	MIA	SAC	Miami Heat	Sacramento Kings	3	2	Golden 1 Center	"Sacramento, CA"	mia	sac
448	https://www.nba.com/game/den-vs-cha-0022000448		2/19/21	7:00 PM ET	DEN	CHA	Denver Nuggets	Charlotte Hornets	1	1	Spectrum Center	"Charlotte, NC"	den	cha
449	https://www.nba.com/game/gsw-vs-orl-0022000449		2/19/21	7:00 PM ET	GSW	ORL	Golden State Warriors	Orlando Magic	2	2	Amway Center	"Orlando, FL"	gsw	orl
450	https://www.nba.com/game/chi-vs-phi-0022000450	ESPN	2/19/21	7:00 PM ET	CHI	PHI	Chicago Bulls	Philadelphia 76ers	3	3	Wells Fargo Center	"Philadelphia, PA"	chi	phi
451	https://www.nba.com/game/atl-vs-bos-0022000451		2/19/21	7:30 PM ET	ATL	BOS	Atlanta Hawks	Boston Celtics	4	1	TD Garden	"Boston, MA"	atl	bos
452	https://www.nba.com/game/det-vs-mem-0022000452		2/19/21	8:00 PM ET	DET	MEM	Detroit Pistons	Memphis Grizzlies	5	1	FedExForum	"Memphis, TN"	det	mem
453	https://www.nba.com/game/okc-vs-mil-0022000453	Fox Sports Oklahoma	2/19/21	8:00 PM ET	OKC	MIL	Oklahoma City Thunder	Milwaukee Bucks	6	2	Fiserv Forum	"Milwaukee, WI"	okc	mil
454	https://www.nba.com/game/tor-vs-min-0022000454		2/19/21	8:00 PM ET	TOR	MIN	Toronto Raptors	Minnesota Timberwolves	7	3	Target Center	"Minneapolis, MN"	tor	min
455	https://www.nba.com/game/phx-vs-nop-0022000455		2/19/21	8:00 PM ET	PHX	NOP	Phoenix Suns	New Orleans Pelicans	8	4	Smoothie King Center	"New Orleans, LA"	phx	no
456	https://www.nba.com/game/dal-vs-hou-0022000456	ESPN	2/19/21	9:30 PM ET	DAL	HOU	Dallas Mavericks	Houston Rockets	9	1	Toyota Center	"Houston, TX"	dal	hou
457	https://www.nba.com/game/uta-vs-lac-0022000457	Fox Sports Prime Tic	2/19/21	10:00 PM ET	UTA	LAC	Utah Jazz	LA Clippers	10	1	Staples Center	"Los Angeles, CA"	uth	lac
458	https://www.nba.com/game/sas-vs-nyk-0022000458	NBA TV	2/20/21	5:00 PM ET	SAS	NYK	San Antonio Spurs	New York Knicks	1	1	Madison Square Garden	"New York, NY"	sas	nyk
459	https://www.nba.com/game/gsw-vs-cha-0022000459		2/20/21	7:00 PM ET	GSW	CHA	Golden State Warriors	Charlotte Hornets	2	1	Spectrum Center	"Charlotte, NC"	gsw	cha
460	https://www.nba.com/game/sac-vs-chi-0022000460		2/20/21	8:00 PM ET	SAC	CHI	Sacramento Kings	Chicago Bulls	3	1	United Center	"Chicago, IL"	sac	chi
461	https://www.nba.com/game/ind-vs-hou-0022000461		2/20/21	8:00 PM ET	IND	HOU	Indiana Pacers	Houston Rockets	4	2	Toyota Center	"Houston, TX"	ind	hou
462	https://www.nba.com/game/phx-vs-mem-0022000462		2/20/21	8:00 PM ET	PHX	MEM	Phoenix Suns	Memphis Grizzlies	5	3	FedExForum	"Memphis, TN"	phx	mem
463	https://www.nba.com/game/mia-vs-lal-0022000463	ABC	2/20/21	8:30 PM ET	MIA	LAL	Miami Heat	Los Angeles Lakers	6	1	Staples Center	"Los Angeles, CA"	mia	lal
464	https://www.nba.com/game/was-vs-por-0022000464	NBC Sports Northwest	2/20/21	10:00 PM ET	WAS	POR	Washington Wizards	Portland Trail Blazers	7	1	Moda Center	"Portland, OR"	was	por
465	https://www.nba.com/game/bos-vs-nop-0022000465	ABC	2/21/21	3:30 PM ET	BOS	NOP	Boston Celtics	New Orleans Pelicans	1	1	Smoothie King Center	"New Orleans, LA"	bos	no
466	https://www.nba.com/game/okc-vs-cle-0022000466	Fox Sports Oklahoma	2/21/21	6:00 PM ET	OKC	CLE	Oklahoma City Thunder	Cleveland Cavaliers	2	1	Rocket Mortgage FieldHouse	"Cleveland, OH"	okc	cle
467	https://www.nba.com/game/det-vs-orl-0022000467		2/21/21	6:00 PM ET	DET	ORL	Detroit Pistons	Orlando Magic	3	2	Amway Center	"Orlando, FL"	det	orl
468	https://www.nba.com/game/phi-vs-tor-0022000468		2/21/21	6:00 PM ET	PHI	TOR	Philadelphia 76ers	Toronto Raptors	4	3	Amalie Arena	"Tampa, FL"	phi	tor
469	https://www.nba.com/game/min-vs-nyk-0022000469		2/21/21	7:00 PM ET	MIN	NYK	Minnesota Timberwolves	New York Knicks	5	1	Madison Square Garden	"New York, NY"	min	nyk
470	https://www.nba.com/game/den-vs-atl-0022000470		2/21/21	7:30 PM ET	DEN	ATL	Denver Nuggets	Atlanta Hawks	6	1	State Farm Arena	"Atlanta, GA"	den	atl
471	https://www.nba.com/game/sac-vs-mil-0022000471		2/21/21	8:00 PM ET	SAC	MIL	Sacramento Kings	Milwaukee Bucks	7	1	Fiserv Forum	"Milwaukee, WI"	sac	mil
472	https://www.nba.com/game/bkn-vs-lac-0022000472	"ESPN, Fox Sports Prime Tic"	2/21/21	8:00 PM ET	BKN	LAC	Brooklyn Nets	LA Clippers	8	2	Staples Center	"Los Angeles, CA"	bkn	lac
473	https://www.nba.com/game/sas-vs-ind-0022000473	NBA TV	2/22/21	7:00 PM ET	SAS	IND	San Antonio Spurs	Indiana Pacers	1	1	Bankers Life Fieldhouse	"Indianapolis, IN"	sas	ind
474	https://www.nba.com/game/chi-vs-hou-0022000474		2/22/21	8:00 PM ET	CHI	HOU	Chicago Bulls	Houston Rockets	2	1	Toyota Center	"Houston, TX"	chi	hou
475	https://www.nba.com/game/mia-vs-okc-0022000475	Fox Sports Oklahoma	2/22/21	8:00 PM ET	MIA	OKC	Miami Heat	Oklahoma City Thunder	3	2	Chesapeake Energy Arena	"Oklahoma City, OK"	mia	okc
476	https://www.nba.com/game/mem-vs-dal-0022000476		2/22/21	8:30 PM ET	MEM	DAL	Memphis Grizzlies	Dallas Mavericks	4	1	American Airlines Center	"Dallas, TX"	mem	dal
477	https://www.nba.com/game/por-vs-phx-0022000477	NBC Sports Northwest	2/22/21	9:00 PM ET	POR	PHX	Portland Trail Blazers	Phoenix Suns	5	1	PHX Arena	"Phoenix, AZ"	por	phx
478	https://www.nba.com/game/cha-vs-uta-0022000478		2/22/21	9:00 PM ET	CHA	UTA	Charlotte Hornets	Utah Jazz	6	2	Vivint Smart Home Arena	"Salt Lake City, UT"	cha	uth
479	https://www.nba.com/game/was-vs-lal-0022000479	"NBA TV, Spectrum SportsNet"	2/22/21	10:00 PM ET	WAS	LAL	Washington Wizards	Los Angeles Lakers	7	1	Staples Center	"Los Angeles, CA"	was	lal
480	https://www.nba.com/game/atl-vs-cle-0022000480		2/23/21	7:00 PM ET	ATL	CLE	Atlanta Hawks	Cleveland Cavaliers	1	1	Rocket Mortgage FieldHouse	"Cleveland, OH"	atl	cle
481	https://www.nba.com/game/det-vs-orl-0022000481		2/23/21	7:00 PM ET	DET	ORL	Detroit Pistons	Orlando Magic	2	2	Amway Center	"Orlando, FL"	det	orl
482	https://www.nba.com/game/sac-vs-bkn-0022000482		2/23/21	7:30 PM ET	SAC	BKN	Sacramento Kings	Brooklyn Nets	3	1	Barclays Center	"Brooklyn, NY"	sac	bkn
483	https://www.nba.com/game/gsw-vs-nyk-0022000483		2/23/21	7:30 PM ET	GSW	NYK	Golden State Warriors	New York Knicks	4	2	Madison Square Garden	"New York, NY"	gsw	nyk
