id,game-code,game-date,game-time
game_0021901188,20200411/WASCHA,2020-04-11,7:00 pm ET
game_0021901189,20200411/ORLIND,2020-04-11,7:00 pm ET
game_0021901190,20200411/PHINOP,2020-04-11,7:00 pm ET
game_0021901191,20200411/MILCLE,2020-04-11,7:30 pm ET
game_0021901192,20200411/BOSMIA,2020-04-11,8:00 pm ET
game_0021901193,20200411/BKNCHI,2020-04-11,8:00 pm ET
game_0021901194,20200411/OKCMEM,2020-04-11,8:00 pm ET
game_0021901195,20200411/GSWLAC,2020-04-11,8:30 pm ET
game_0021901196,20200411/SACDEN,2020-04-11,9:00 pm ET
game_0021901197,20200411/UTAPHX,2020-04-11,10:00 pm ET
game_0021901198,20200412/HOUSAS,2020-04-12,3:30 pm ET
game_0021901199,20200412/NYKTOR,2020-04-12,6:00 pm ET
game_0021901200,20200412/ATLMIL,2020-04-12,7:00 pm ET
game_0021901201,20200412/MINLAL,2020-04-12,9:30 pm ET
game_0021901202,20200413/MIACHA,2020-04-13,7:00 pm ET
game_0021901203,20200413/BKNCLE,2020-04-13,7:00 pm ET
game_0021901204,20200413/BOSDET,2020-04-13,7:00 pm ET
game_0021901205,20200413/SASIND,2020-04-13,7:00 pm ET
game_0021901206,20200413/ORLCHI,2020-04-13,8:00 pm ET
game_0021901207,20200413/PHXHOU,2020-04-13,8:00 pm ET
game_0021901208,20200413/PHIMEM,2020-04-13,8:00 pm ET
game_0021901209,20200413/WASNOP,2020-04-13,8:00 pm ET
game_0021901210,20200413/UTAOKC,2020-04-13,8:00 pm ET
game_0021901211,20200413/DALDEN,2020-04-13,9:00 pm ET
game_0021901212,20200413/PORGSW,2020-04-13,10:30 pm ET
game_0021901213,20200413/MINLAC,2020-04-13,10:30 pm ET
game_0021901214,20200414/TORMIA,2020-04-14,7:30 pm ET
game_0021901215,20200414/DETNYK,2020-04-14,7:30 pm ET
game_0021901216,20200414/DENUTA,2020-04-14,10:00 pm ET
game_0021901217,20200414/SACLAL,2020-04-14,10:30 pm ET
game_0021901218,20200415/CLEATL,2020-04-15,7:30 pm ET
game_0021901219,20200415/CHIBOS,2020-04-15,7:30 pm ET
game_0021901220,20200415/MILBKN,2020-04-15,7:30 pm ET
game_0021901221,20200415/TORORL,2020-04-15,7:30 pm ET
game_0021901222,20200415/CHAPHI,2020-04-15,7:30 pm ET
game_0021901223,20200415/INDWAS,2020-04-15,7:30 pm ET
game_0021901224,20200415/OKCDAL,2020-04-15,7:30 pm ET
game_0021901225,20200415/MEMHOU,2020-04-15,7:30 pm ET
game_0021901226,20200415/NYKMIN,2020-04-15,7:30 pm ET
game_0021901227,20200415/NOPSAS,2020-04-15,7:30 pm ET
game_0021901228,20200415/LALPHX,2020-04-15,10:00 pm ET
game_0021901229,20200415/LACPOR,2020-04-15,10:00 pm ET
game_0021901230,20200415/GSWSAC,2020-04-15,10:00 pm ET
