id,game-code,game-date,game-time
game_0021900001,20191022/NOPTOR,2019-10-22,8:00 pm ET
game_0021900002,20191022/LALLAC,2019-10-22,10:30 pm ET
game_0021900003,20191023/CHICHA,2019-10-23,7:00 pm ET
game_0021900004,20191023/DETIND,2019-10-23,7:00 pm ET
game_0021900005,20191023/CLEORL,2019-10-23,7:00 pm ET
game_0021900006,20191023/MINBKN,2019-10-23,7:30 pm ET
game_0021900007,20191023/MEMMIA,2019-10-23,7:30 pm ET
game_0021900008,20191023/BOSPHI,2019-10-23,7:30 pm ET
game_0021900009,20191023/WASDAL,2019-10-23,8:30 pm ET
game_0021900010,20191023/NYKSAS,2019-10-23,8:30 pm ET
game_0021900011,20191023/OKCUTA,2019-10-23,9:00 pm ET
game_0021900012,20191023/SACPHX,2019-10-23,10:00 pm ET
game_0021900013,20191023/DENPOR,2019-10-23,10:00 pm ET
game_0021900014,20191024/ATLDET,2019-10-24,7:00 pm ET
game_0021900015,20191024/MILHOU,2019-10-24,8:00 pm ET
game_0021900016,20191024/LACGSW,2019-10-24,10:30 pm ET
game_0021900017,20191025/TORBOS,2019-10-25,7:00 pm ET
game_0021900018,20191025/MINCHA,2019-10-25,7:00 pm ET
game_0021900019,20191025/NYKBKN,2019-10-25,7:30 pm ET
game_0021900020,20191025/CHIMEM,2019-10-25,8:00 pm ET
game_0021900021,20191025/DALNOP,2019-10-25,8:00 pm ET
game_0021900022,20191025/WASOKC,2019-10-25,8:00 pm ET
game_0021900023,20191025/PHXDEN,2019-10-25,9:00 pm ET
game_0021900024,20191025/PORSAC,2019-10-25,10:00 pm ET
game_0021900025,20191025/UTALAL,2019-10-25,10:30 pm ET
game_0021900026,20191026/MIAMIL,2019-10-26,5:00 pm ET
game_0021900027,20191026/PHIDET,2019-10-26,7:00 pm ET
game_0021900028,20191026/ORLATL,2019-10-26,7:30 pm ET
game_0021900029,20191026/BOSNYK,2019-10-26,7:30 pm ET
game_0021900030,20191026/INDCLE,2019-10-26,8:00 pm ET
game_0021900031,20191026/TORCHI,2019-10-26,8:00 pm ET
game_0021900032,20191026/NOPHOU,2019-10-26,8:00 pm ET
game_0021900033,20191026/WASSAS,2019-10-26,8:30 pm ET
game_0021900034,20191026/SACUTA,2019-10-26,9:00 pm ET
game_0021900035,20191026/LACPHX,2019-10-26,10:00 pm ET
game_0021900036,20191027/GSWOKC,2019-10-27,3:30 pm ET
game_0021900037,20191027/BKNMEM,2019-10-27,6:00 pm ET
game_0021900038,20191027/PORDAL,2019-10-27,7:00 pm ET
game_0021900039,20191027/MIAMIN,2019-10-27,7:00 pm ET
game_0021900040,20191027/CHALAL,2019-10-27,9:30 pm ET
game_0021900041,20191028/INDDET,2019-10-28,7:00 pm ET
game_0021900042,20191028/CHINYK,2019-10-28,7:00 pm ET
game_0021900043,20191028/PHIATL,2019-10-28,7:30 pm ET
game_0021900044,20191028/ORLTOR,2019-10-28,7:30 pm ET
game_0021900045,20191028/OKCHOU,2019-10-28,8:00 pm ET
game_0021900046,20191028/CLEMIL,2019-10-28,8:00 pm ET
game_0021900047,20191028/GSWNOP,2019-10-28,8:00 pm ET
game_0021900048,20191028/PORSAS,2019-10-28,8:30 pm ET
game_0021900049,20191028/UTAPHX,2019-10-28,10:00 pm ET
game_0021900050,20191028/DENSAC,2019-10-28,10:00 pm ET
game_0021900051,20191028/CHALAC,2019-10-28,10:30 pm ET
game_0021900052,20191029/ATLMIA,2019-10-29,7:30 pm ET
game_0021900053,20191029/DALDEN,2019-10-29,9:00 pm ET
game_0021900054,20191029/MEMLAL,2019-10-29,10:30 pm ET
game_0021900055,20191030/CHICLE,2019-10-30,7:00 pm ET
game_0021900056,20191030/NYKORL,2019-10-30,7:00 pm ET
game_0021900057,20191030/MINPHI,2019-10-30,7:00 pm ET
game_0021900058,20191030/MILBOS,2019-10-30,7:30 pm ET
game_0021900059,20191030/INDBKN,2019-10-30,7:30 pm ET
game_0021900060,20191030/DETTOR,2019-10-30,7:30 pm ET
game_0021900061,20191030/HOUWAS,2019-10-30,8:00 pm ET
game_0021900062,20191030/POROKC,2019-10-30,8:00 pm ET
game_0021900063,20191030/LACUTA,2019-10-30,10:00 pm ET
game_0021900064,20191030/CHASAC,2019-10-30,10:00 pm ET
game_0021900065,20191030/PHXGSW,2019-10-30,10:30 pm ET
game_0021900066,20191031/MIAATL,2019-10-31,7:00 pm ET
game_0021900067,20191031/DENNOP,2019-10-31,9:30 pm ET
game_0021900068,20191031/SASLAC,2019-10-31,10:30 pm ET
game_0021900069,20191101/HOUBKN,2019-11-01,7:00 pm ET
game_0021900070,20191101/CLEIND,2019-11-01,7:00 pm ET
game_0021900071,20191101/MILORL,2019-11-01,7:00 pm ET
game_0021900072,20191101/NYKBOS,2019-11-01,7:30 pm ET
game_0021900073,20191101/DETCHI,2019-11-01,8:00 pm ET
game_0021900074,20191101/LALDAL,2019-11-01,9:30 pm ET
game_0021900075,20191101/UTASAC,2019-11-01,10:00 pm ET
game_0021900076,20191101/SASGSW,2019-11-01,10:30 pm ET
game_0021900077,20191102/NOPOKC,2019-11-02,5:00 pm ET
game_0021900078,20191102/BKNDET,2019-11-02,7:00 pm ET
game_0021900079,20191102/DENORL,2019-11-02,7:00 pm ET
game_0021900080,20191102/MINWAS,2019-11-02,8:00 pm ET
game_0021900081,20191102/PHXMEM,2019-11-02,8:00 pm ET
game_0021900082,20191102/TORMIL,2019-11-02,8:00 pm ET
game_0021900083,20191102/CHAGSW,2019-11-02,8:30 pm ET
game_0021900084,20191102/PHIPOR,2019-11-02,10:00 pm ET
game_0021900085,20191103/CHIIND,2019-11-03,5:00 pm ET
game_0021900086,20191103/HOUMIA,2019-11-03,6:00 pm ET
game_0021900087,20191103/SACNYK,2019-11-03,6:00 pm ET
game_0021900088,20191103/LALSAS,2019-11-03,7:00 pm ET
game_0021900089,20191103/DALCLE,2019-11-03,7:30 pm ET
game_0021900090,20191103/UTALAC,2019-11-03,9:00 pm ET
game_0021900091,20191104/DETWAS,2019-11-04,7:00 pm ET
game_0021900092,20191104/NOPBKN,2019-11-04,7:30 pm ET
game_0021900093,20191104/HOUMEM,2019-11-04,8:00 pm ET
game_0021900094,20191104/MILMIN,2019-11-04,8:00 pm ET
game_0021900095,20191104/PHIPHX,2019-11-04,9:00 pm ET
game_0021900096,20191104/PORGSW,2019-11-04,10:30 pm ET
game_0021900097,20191105/INDCHA,2019-11-05,7:00 pm ET
game_0021900098,20191105/BOSCLE,2019-11-05,7:00 pm ET
game_0021900099,20191105/SASATL,2019-11-05,7:30 pm ET
game_0021900100,20191105/LALCHI,2019-11-05,8:00 pm ET
game_0021900101,20191105/ORLOKC,2019-11-05,8:00 pm ET
game_0021900102,20191105/MIADEN,2019-11-05,9:00 pm ET
game_0021900103,20191106/NYKDET,2019-11-06,7:00 pm ET
game_0021900104,20191106/WASIND,2019-11-06,7:00 pm ET
game_0021900105,20191106/CHIATL,2019-11-06,7:30 pm ET
game_0021900106,20191106/SACTOR,2019-11-06,7:30 pm ET
game_0021900107,20191106/GSWHOU,2019-11-06,7:30 pm ET
game_0021900108,20191106/MINMEM,2019-11-06,8:00 pm ET
game_0021900109,20191106/ORLDAL,2019-11-06,8:30 pm ET
game_0021900110,20191106/PHIUTA,2019-11-06,9:00 pm ET
game_0021900111,20191106/MILLAC,2019-11-06,10:00 pm ET
game_0021900112,20191107/BOSCHA,2019-11-07,8:00 pm ET
game_0021900113,20191107/OKCSAS,2019-11-07,8:30 pm ET
game_0021900114,20191107/MIAPHX,2019-11-07,9:00 pm ET
game_0021900115,20191107/PORLAC,2019-11-07,10:30 pm ET
game_0021900116,20191108/DETIND,2019-11-08,7:00 pm ET
game_0021900117,20191108/MEMORL,2019-11-08,7:00 pm ET
game_0021900118,20191108/CLEWAS,2019-11-08,7:00 pm ET
game_0021900119,20191108/SACATL,2019-11-08,7:30 pm ET
game_0021900120,20191108/GSWMIN,2019-11-08,8:00 pm ET
game_0021900121,20191108/TORNOP,2019-11-08,8:00 pm ET
game_0021900122,20191108/NYKDAL,2019-11-08,8:30 pm ET
game_0021900123,20191108/PHIDEN,2019-11-08,9:00 pm ET
game_0021900124,20191108/MILUTA,2019-11-08,9:00 pm ET
game_0021900125,20191108/BKNPOR,2019-11-08,10:00 pm ET
game_0021900126,20191108/MIALAL,2019-11-08,10:30 pm ET
game_0021900127,20191109/BOSSAS,2019-11-09,5:00 pm ET
game_0021900128,20191109/NOPCHA,2019-11-09,7:00 pm ET
game_0021900129,20191109/HOUCHI,2019-11-09,8:00 pm ET
game_0021900130,20191109/DALMEM,2019-11-09,8:00 pm ET
game_0021900131,20191109/GSWOKC,2019-11-09,8:00 pm ET
game_0021900132,20191110/DENMIN,2019-11-10,3:30 pm ET
game_0021900133,20191110/INDORL,2019-11-10,6:00 pm ET
game_0021900134,20191110/CHAPHI,2019-11-10,6:00 pm ET
game_0021900135,20191110/MILOKC,2019-11-10,7:00 pm ET
game_0021900136,20191110/CLENYK,2019-11-10,7:30 pm ET
game_0021900137,20191110/BKNPHX,2019-11-10,8:00 pm ET
game_0021900138,20191110/ATLPOR,2019-11-10,9:00 pm ET
game_0021900139,20191110/TORLAL,2019-11-10,9:30 pm ET
game_0021900140,20191111/MINDET,2019-11-11,7:00 pm ET
game_0021900141,20191111/DALBOS,2019-11-11,7:30 pm ET
game_0021900142,20191111/HOUNOP,2019-11-11,8:00 pm ET
game_0021900143,20191111/MEMSAS,2019-11-11,8:30 pm ET
game_0021900144,20191111/UTAGSW,2019-11-11,10:30 pm ET
game_0021900145,20191111/TORLAC,2019-11-11,10:30 pm ET
game_0021900146,20191112/OKCIND,2019-11-12,7:00 pm ET
game_0021900147,20191112/CLEPHI,2019-11-12,7:00 pm ET
game_0021900148,20191112/DETMIA,2019-11-12,7:30 pm ET
game_0021900149,20191112/NYKCHI,2019-11-12,8:00 pm ET
game_0021900150,20191112/ATLDEN,2019-11-12,9:00 pm ET
game_0021900151,20191112/LALPHX,2019-11-12,9:00 pm ET
game_0021900152,20191112/BKNUTA,2019-11-12,9:00 pm ET
game_0021900153,20191112/PORSAC,2019-11-12,10:00 pm ET
game_0021900154,20191113/MEMCHA,2019-11-13,7:00 pm ET
game_0021900155,20191113/PHIORL,2019-11-13,7:00 pm ET
game_0021900156,20191113/WASBOS,2019-11-13,7:30 pm ET
game_0021900157,20191113/LACHOU,2019-11-13,7:30 pm ET
game_0021900158,20191113/SASMIN,2019-11-13,8:00 pm ET
game_0021900159,20191113/GSWLAL,2019-11-13,10:00 pm ET
game_0021900160,20191113/TORPOR,2019-11-13,10:00 pm ET
game_0021900161,20191114/MIACLE,2019-11-14,6:00 pm ET
game_0021900162,20191114/DALNYK,2019-11-14,8:00 pm ET
game_0021900163,20191114/CHIMIL,2019-11-14,8:00 pm ET
game_0021900164,20191114/LACNOP,2019-11-14,8:00 pm ET
game_0021900165,20191114/ATLPHX,2019-11-14,9:00 pm ET
game_0021900166,20191114/BKNDEN,2019-11-14,10:30 pm ET
game_0021900167,20191115/DETCHA,2019-11-15,7:00 pm ET
game_0021900168,20191115/SASORL,2019-11-15,7:00 pm ET
game_0021900169,20191115/INDHOU,2019-11-15,8:00 pm ET
game_0021900170,20191115/UTAMEM,2019-11-15,8:00 pm ET
game_0021900171,20191115/WASMIN,2019-11-15,8:00 pm ET
game_0021900172,20191115/PHIOKC,2019-11-15,8:00 pm ET
game_0021900173,20191115/BOSGSW,2019-11-15,10:30 pm ET
game_0021900174,20191115/SACLAL,2019-11-15,10:30 pm ET
game_0021900175,20191116/BKNCHI,2019-11-16,6:00 pm ET
game_0021900176,20191116/MILIND,2019-11-16,7:00 pm ET
game_0021900177,20191116/CHANYK,2019-11-16,7:30 pm ET
game_0021900178,20191116/NOPMIA,2019-11-16,8:00 pm ET
game_0021900179,20191116/HOUMIN,2019-11-16,8:00 pm ET
game_0021900180,20191116/TORDAL,2019-11-16,8:30 pm ET
game_0021900181,20191116/PORSAS,2019-11-16,8:30 pm ET
game_0021900182,20191116/ATLLAC,2019-11-16,10:30 pm ET
game_0021900183,20191117/PHICLE,2019-11-17,3:00 pm ET
game_0021900184,20191117/BOSSAC,2019-11-17,3:30 pm ET
game_0021900185,20191117/WASORL,2019-11-17,6:00 pm ET
game_0021900186,20191117/DENMEM,2019-11-17,6:00 pm ET
game_0021900187,20191117/GSWNOP,2019-11-17,7:00 pm ET
game_0021900188,20191117/ATLLAL,2019-11-17,9:30 pm ET
game_0021900189,20191118/CLENYK,2019-11-18,7:00 pm ET
game_0021900190,20191118/INDBKN,2019-11-18,7:30 pm ET
game_0021900191,20191118/CHATOR,2019-11-18,7:30 pm ET
game_0021900192,20191118/MILCHI,2019-11-18,8:00 pm ET
game_0021900193,20191118/PORHOU,2019-11-18,8:00 pm ET
game_0021900194,20191118/SASDAL,2019-11-18,8:30 pm ET
game_0021900195,20191118/BOSPHX,2019-11-18,9:00 pm ET
game_0021900196,20191118/MINUTA,2019-11-18,9:00 pm ET
game_0021900197,20191118/OKCLAC,2019-11-18,10:30 pm ET
game_0021900198,20191119/GSWMEM,2019-11-19,8:00 pm ET
game_0021900199,20191119/PORNOP,2019-11-19,8:00 pm ET
game_0021900200,20191119/PHXSAC,2019-11-19,10:00 pm ET
game_0021900201,20191119/OKCLAL,2019-11-19,10:30 pm ET
game_0021900202,20191120/NYKPHI,2019-11-20,7:00 pm ET
game_0021900203,20191120/SASWAS,2019-11-20,7:00 pm ET
game_0021900204,20191120/MILATL,2019-11-20,7:30 pm ET
game_0021900205,20191120/CHABKN,2019-11-20,7:30 pm ET
game_0021900206,20191120/CLEMIA,2019-11-20,7:30 pm ET
game_0021900207,20191120/ORLTOR,2019-11-20,7:30 pm ET
game_0021900208,20191120/GSWDAL,2019-11-20,7:30 pm ET
game_0021900209,20191120/DETCHI,2019-11-20,8:00 pm ET
game_0021900210,20191120/UTAMIN,2019-11-20,8:00 pm ET
game_0021900211,20191120/HOUDEN,2019-11-20,9:00 pm ET
game_0021900212,20191120/BOSLAC,2019-11-20,10:00 pm ET
game_0021900213,20191121/PORMIL,2019-11-21,8:00 pm ET
game_0021900214,20191121/NOPPHX,2019-11-21,10:30 pm ET
game_0021900215,20191122/ATLDET,2019-11-22,7:00 pm ET
game_0021900216,20191122/CHAWAS,2019-11-22,7:00 pm ET
game_0021900217,20191122/SACBKN,2019-11-22,7:30 pm ET
game_0021900218,20191122/SASPHI,2019-11-22,8:00 pm ET
game_0021900219,20191122/MIACHI,2019-11-22,8:00 pm ET
game_0021900220,20191122/LALOKC,2019-11-22,8:00 pm ET
game_0021900221,20191122/CLEDAL,2019-11-22,8:30 pm ET
game_0021900222,20191122/BOSDEN,2019-11-22,9:00 pm ET
game_0021900223,20191122/GSWUTA,2019-11-22,9:00 pm ET
game_0021900224,20191122/HOULAC,2019-11-22,10:30 pm ET
game_0021900225,20191123/PHXMIN,2019-11-23,5:00 pm ET
game_0021900226,20191123/CHICHA,2019-11-23,7:00 pm ET
game_0021900227,20191123/ORLIND,2019-11-23,7:00 pm ET
game_0021900228,20191123/TORATL,2019-11-23,7:30 pm ET
game_0021900229,20191123/SASNYK,2019-11-23,7:30 pm ET
game_0021900230,20191123/MIAPHI,2019-11-23,7:30 pm ET
game_0021900231,20191123/PORCLE,2019-11-23,8:00 pm ET
game_0021900232,20191123/LALMEM,2019-11-23,8:00 pm ET
game_0021900233,20191123/DETMIL,2019-11-23,8:30 pm ET
game_0021900234,20191123/NOPUTA,2019-11-23,9:00 pm ET
game_0021900235,20191124/DALHOU,2019-11-24,3:30 pm ET
game_0021900236,20191124/BKNNYK,2019-11-24,6:00 pm ET
game_0021900237,20191124/SACWAS,2019-11-24,6:00 pm ET
game_0021900238,20191124/PHXDEN,2019-11-24,8:00 pm ET
game_0021900239,20191124/NOPLAC,2019-11-24,9:00 pm ET
game_0021900240,20191125/BKNCLE,2019-11-25,7:00 pm ET
game_0021900241,20191125/ORLDET,2019-11-25,7:00 pm ET
game_0021900242,20191125/MEMIND,2019-11-25,7:00 pm ET
game_0021900243,20191125/MINATL,2019-11-25,7:30 pm ET
game_0021900244,20191125/SACBOS,2019-11-25,7:30 pm ET
game_0021900245,20191125/CHAMIA,2019-11-25,7:30 pm ET
game_0021900246,20191125/PHITOR,2019-11-25,7:30 pm ET
game_0021900247,20191125/PORCHI,2019-11-25,8:00 pm ET
game_0021900248,20191125/UTAMIL,2019-11-25,8:00 pm ET
game_0021900249,20191125/LALSAS,2019-11-25,8:30 pm ET
game_0021900250,20191125/OKCGSW,2019-11-25,10:30 pm ET
game_0021900251,20191126/LACDAL,2019-11-26,8:30 pm ET
game_0021900252,20191126/WASDEN,2019-11-26,9:00 pm ET
game_0021900253,20191127/BKNBOS,2019-11-27,7:00 pm ET
game_0021900254,20191127/DETCHA,2019-11-27,7:00 pm ET
game_0021900255,20191127/ORLCLE,2019-11-27,7:00 pm ET
game_0021900256,20191127/UTAIND,2019-11-27,7:00 pm ET
game_0021900257,20191127/SACPHI,2019-11-27,7:00 pm ET
game_0021900258,20191127/NYKTOR,2019-11-27,7:30 pm ET
game_0021900259,20191127/MIAHOU,2019-11-27,8:00 pm ET
game_0021900260,20191127/LACMEM,2019-11-27,8:00 pm ET
game_0021900261,20191127/ATLMIL,2019-11-27,8:00 pm ET
game_0021900262,20191127/MINSAS,2019-11-27,8:30 pm ET
game_0021900263,20191127/WASPHX,2019-11-27,9:00 pm ET
game_0021900264,20191127/LALNOP,2019-11-27,9:30 pm ET
game_0021900265,20191127/OKCPOR,2019-11-27,10:00 pm ET
game_0021900266,20191127/CHIGSW,2019-11-27,10:30 pm ET
game_0021900267,20191129/BOSBKN,2019-11-29,12:00 pm ET
game_0021900268,20191129/CHADET,2019-11-29,7:00 pm ET
game_0021900269,20191129/TORORL,2019-11-29,7:00 pm ET
game_0021900270,20191129/MILCLE,2019-11-29,7:30 pm ET
game_0021900271,20191129/PHINYK,2019-11-29,7:30 pm ET
game_0021900272,20191129/ATLIND,2019-11-29,8:00 pm ET
game_0021900273,20191129/GSWMIA,2019-11-29,8:00 pm ET
game_0021900274,20191129/UTAMEM,2019-11-29,8:00 pm ET
game_0021900275,20191129/NOPOKC,2019-11-29,8:00 pm ET
game_0021900276,20191129/LACSAS,2019-11-29,8:30 pm ET
game_0021900277,20191129/DALPHX,2019-11-29,9:00 pm ET
game_0021900278,20191129/CHIPOR,2019-11-29,10:00 pm ET
game_0021900279,20191129/WASLAL,2019-11-29,10:30 pm ET
game_0021900280,20191130/DENSAC,2019-11-30,5:00 pm ET
game_0021900281,20191130/INDPHI,2019-11-30,7:00 pm ET
game_0021900282,20191130/ATLHOU,2019-11-30,8:00 pm ET
game_0021900283,20191130/CHAMIL,2019-11-30,8:00 pm ET
game_0021900284,20191201/MIABKN,2019-12-01,3:00 pm ET
game_0021900285,20191201/BOSNYK,2019-12-01,3:30 pm ET
game_0021900286,20191201/MEMMIN,2019-12-01,3:30 pm ET
game_0021900287,20191201/DALLAL,2019-12-01,4:00 pm ET
game_0021900288,20191201/SASDET,2019-12-01,5:00 pm ET
game_0021900289,20191201/OKCNOP,2019-12-01,5:00 pm ET
game_0021900290,20191201/GSWORL,2019-12-01,6:00 pm ET
game_0021900291,20191201/UTATOR,2019-12-01,6:00 pm ET
game_0021900292,20191201/WASLAC,2019-12-01,10:30 pm ET
game_0021900293,20191202/PHXCHA,2019-12-02,7:00 pm ET
game_0021900294,20191202/UTAPHI,2019-12-02,7:00 pm ET
game_0021900295,20191202/GSWATL,2019-12-02,7:30 pm ET
game_0021900296,20191202/INDMEM,2019-12-02,8:00 pm ET
game_0021900297,20191202/NYKMIL,2019-12-02,8:00 pm ET
game_0021900298,20191202/CHISAC,2019-12-02,10:00 pm ET
game_0021900299,20191203/DETCLE,2019-12-03,7:00 pm ET
game_0021900300,20191203/ORLWAS,2019-12-03,7:00 pm ET
game_0021900301,20191203/MIATOR,2019-12-03,7:30 pm ET
game_0021900302,20191203/DALNOP,2019-12-03,7:30 pm ET
game_0021900303,20191203/HOUSAS,2019-12-03,8:30 pm ET
game_0021900304,20191203/LALDEN,2019-12-03,9:00 pm ET
game_0021900305,20191203/PORLAC,2019-12-03,10:00 pm ET
game_0021900306,20191204/GSWCHA,2019-12-04,7:00 pm ET
game_0021900307,20191204/MILDET,2019-12-04,7:00 pm ET
game_0021900308,20191204/PHXORL,2019-12-04,7:00 pm ET
game_0021900309,20191204/BKNATL,2019-12-04,7:30 pm ET
game_0021900310,20191204/MIABOS,2019-12-04,7:30 pm ET
game_0021900311,20191204/MEMCHI,2019-12-04,8:00 pm ET
game_0021900312,20191204/INDOKC,2019-12-04,8:00 pm ET
game_0021900313,20191204/MINDAL,2019-12-04,8:30 pm ET
game_0021900314,20191204/LALUTA,2019-12-04,9:00 pm ET
game_0021900315,20191204/SACPOR,2019-12-04,10:00 pm ET
game_0021900316,20191205/PHIWAS,2019-12-05,7:00 pm ET
game_0021900317,20191205/DENNYK,2019-12-05,7:30 pm ET
game_0021900318,20191205/HOUTOR,2019-12-05,7:30 pm ET
game_0021900319,20191205/PHXNOP,2019-12-05,8:00 pm ET
game_0021900320,20191206/BKNCHA,2019-12-06,7:00 pm ET
game_0021900321,20191206/ORLCLE,2019-12-06,7:00 pm ET
game_0021900322,20191206/INDDET,2019-12-06,7:00 pm ET
game_0021900323,20191206/DENBOS,2019-12-06,8:00 pm ET
game_0021900324,20191206/WASMIA,2019-12-06,8:00 pm ET
game_0021900325,20191206/GSWCHI,2019-12-06,8:00 pm ET
game_0021900326,20191206/MINOKC,2019-12-06,8:00 pm ET
game_0021900327,20191206/LACMIL,2019-12-06,8:30 pm ET
game_0021900328,20191206/SACSAS,2019-12-06,8:30 pm ET
game_0021900329,20191206/LALPOR,2019-12-06,10:30 pm ET
game_0021900330,20191207/NOPDAL,2019-12-07,2:00 pm ET
game_0021900331,20191207/INDNYK,2019-12-07,7:30 pm ET
game_0021900332,20191207/CLEPHI,2019-12-07,7:30 pm ET
game_0021900333,20191207/PHXHOU,2019-12-07,8:00 pm ET
game_0021900334,20191207/MEMUTA,2019-12-07,10:00 pm ET
game_0021900335,20191208/DENBKN,2019-12-08,3:00 pm ET
game_0021900336,20191208/ATLCHA,2019-12-08,5:00 pm ET
game_0021900337,20191208/CHIMIA,2019-12-08,6:00 pm ET
game_0021900338,20191208/TORPHI,2019-12-08,6:00 pm ET
game_0021900339,20191208/LACWAS,2019-12-08,6:00 pm ET
game_0021900340,20191208/SACDAL,2019-12-08,7:00 pm ET
game_0021900341,20191208/OKCPOR,2019-12-08,9:00 pm ET
game_0021900342,20191208/MINLAL,2019-12-08,9:30 pm ET
game_0021900343,20191209/LACIND,2019-12-09,7:00 pm ET
game_0021900344,20191209/CLEBOS,2019-12-09,7:30 pm ET
game_0021900345,20191209/TORCHI,2019-12-09,8:00 pm ET
game_0021900346,20191209/SACHOU,2019-12-09,8:00 pm ET
game_0021900347,20191209/ORLMIL,2019-12-09,8:00 pm ET
game_0021900348,20191209/DETNOP,2019-12-09,8:00 pm ET
game_0021900349,20191209/MINPHX,2019-12-09,9:00 pm ET
game_0021900350,20191209/OKCUTA,2019-12-09,9:00 pm ET
game_0021900351,20191209/MEMGSW,2019-12-09,10:30 pm ET
game_0021900352,20191210/WASCHA,2019-12-10,7:00 pm ET
game_0021900353,20191210/DENPHI,2019-12-10,7:00 pm ET
game_0021900354,20191210/ATLMIA,2019-12-10,8:00 pm ET
game_0021900355,20191210/NYKPOR,2019-12-10,10:00 pm ET
game_0021900356,20191211/HOUCLE,2019-12-11,7:00 pm ET
game_0021900357,20191211/BOSIND,2019-12-11,7:00 pm ET
game_0021900358,20191211/LALORL,2019-12-11,7:00 pm ET
game_0021900359,20191211/LACTOR,2019-12-11,7:00 pm ET
game_0021900360,20191211/CHABKN,2019-12-11,7:30 pm ET
game_0021900361,20191211/ATLCHI,2019-12-11,8:00 pm ET
game_0021900362,20191211/UTAMIN,2019-12-11,8:00 pm ET
game_0021900363,20191211/MEMPHX,2019-12-11,9:00 pm ET
game_0021900364,20191211/NOPMIL,2019-12-11,9:30 pm ET
game_0021900365,20191211/OKCSAC,2019-12-11,10:00 pm ET
game_0021900366,20191211/NYKGSW,2019-12-11,10:30 pm ET
game_0021900367,20191212/PHIBOS,2019-12-12,8:00 pm ET
game_0021900368,20191212/CLESAS,2019-12-12,8:30 pm ET
game_0021900369,20191212/DALDET,2019-12-12,9:00 pm ET
game_0021900370,20191212/PORDEN,2019-12-12,10:30 pm ET
game_0021900371,20191213/HOUORL,2019-12-13,7:00 pm ET
game_0021900372,20191213/NOPPHI,2019-12-13,7:00 pm ET
game_0021900373,20191213/INDATL,2019-12-13,7:30 pm ET
game_0021900374,20191213/LALMIA,2019-12-13,8:00 pm ET
game_0021900375,20191213/CHACHI,2019-12-13,8:00 pm ET
game_0021900376,20191213/MILMEM,2019-12-13,8:00 pm ET
game_0021900377,20191213/LACMIN,2019-12-13,8:00 pm ET
game_0021900378,20191213/NYKSAC,2019-12-13,10:00 pm ET
game_0021900379,20191213/GSWUTA,2019-12-13,10:30 pm ET
game_0021900380,20191214/SASPHX,2019-12-14,5:00 pm ET
game_0021900381,20191214/BKNTOR,2019-12-14,7:30 pm ET
game_0021900382,20191214/LACCHI,2019-12-14,8:00 pm ET
game_0021900383,20191214/WASMEM,2019-12-14,8:00 pm ET
game_0021900384,20191214/MIADAL,2019-12-14,8:30 pm ET
game_0021900385,20191214/CLEMIL,2019-12-14,8:30 pm ET
game_0021900386,20191214/DETHOU,2019-12-14,9:00 pm ET
game_0021900387,20191214/OKCDEN,2019-12-14,9:00 pm ET
game_0021900388,20191215/ORLNOP,2019-12-15,3:30 pm ET
game_0021900389,20191215/CHAIND,2019-12-15,5:00 pm ET
game_0021900390,20191215/LALATL,2019-12-15,6:00 pm ET
game_0021900391,20191215/PHIBKN,2019-12-15,6:00 pm ET
game_0021900392,20191215/NYKDEN,2019-12-15,8:00 pm ET
game_0021900393,20191215/SACGSW,2019-12-15,8:30 pm ET
game_0021900394,20191216/WASDET,2019-12-16,7:00 pm ET
game_0021900395,20191216/CLETOR,2019-12-16,7:30 pm ET
game_0021900396,20191216/SASHOU,2019-12-16,8:00 pm ET
game_0021900397,20191216/MIAMEM,2019-12-16,8:00 pm ET
game_0021900398,20191216/DALMIL,2019-12-16,8:00 pm ET
game_0021900399,20191216/CHIOKC,2019-12-16,8:00 pm ET
game_0021900400,20191216/PORPHX,2019-12-16,9:00 pm ET
game_0021900401,20191217/SACCHA,2019-12-17,7:00 pm ET
game_0021900402,20191217/LALIND,2019-12-17,7:00 pm ET
game_0021900403,20191217/ATLNYK,2019-12-17,7:30 pm ET
game_0021900404,20191217/BKNNOP,2019-12-17,8:00 pm ET
game_0021900405,20191217/ORLUTA,2019-12-17,9:00 pm ET
game_0021900406,20191217/PHXLAC,2019-12-17,10:30 pm ET
game_0021900407,20191218/CHACLE,2019-12-18,7:00 pm ET
game_0021900408,20191218/TORDET,2019-12-18,7:00 pm ET
game_0021900409,20191218/CHIWAS,2019-12-18,7:00 pm ET
game_0021900410,20191218/MIAPHI,2019-12-18,7:30 pm ET
game_0021900411,20191218/NOPMIN,2019-12-18,8:00 pm ET
game_0021900412,20191218/MEMOKC,2019-12-18,8:00 pm ET
game_0021900413,20191218/BOSDAL,2019-12-18,8:30 pm ET
game_0021900414,20191218/ORLDEN,2019-12-18,9:00 pm ET
game_0021900415,20191218/GSWPOR,2019-12-18,10:00 pm ET
game_0021900416,20191219/UTAATL,2019-12-19,7:30 pm ET
game_0021900417,20191219/LALMIL,2019-12-19,8:00 pm ET
game_0021900418,20191219/BKNSAS,2019-12-19,8:30 pm ET
game_0021900419,20191219/HOULAC,2019-12-19,10:30 pm ET
