row_num,game_id,game_url,game_date,game_time_et,away_team,home_team,away_team_full_name,home_team_full_name,game_number_this_day,game_number_this_day_and_time,tv,local_tv,radio,arena,city,away_team_espn_abbr,home_team_espn_abbr
256,0022300059,https://www.nba.com/game/hou-vs-dal-0022300059,2023-11-28,8:30 pm,HOU,DAL,Houston Rockets,Dallas Mavericks,7,1,LEAGUE PASS,97.1 FM / S: 99.1 FM|790 AM / S: 93.3 FM,Bally Sports SW-DAL|Space City Home Network,,,hou,dal
257,0022300060,https://www.nba.com/game/gsw-vs-sac-0022300060,2023-11-28,10:00 pm,GSW,SAC,Golden State Warriors,Sacramento Kings,8,1,TNT,Sactown Sports 1140 AM|95.7 The Game,,,,gsw,sac
258,0022300258,https://www.nba.com/game/lal-vs-det-0022300258,2023-11-29,7:00 pm,LAL,DET,Los Angeles Lakers,Detroit Pistons,1,1,NBA TV,950 AM|ESPN LA 710/1330 KWKW,Bally Sports DET|Spectrum SportsNet,,,lal,det
259,0022300259,https://www.nba.com/game/was-vs-orl-0022300259,2023-11-29,7:00 pm,WAS,ORL,Washington Wizards,Orlando Magic,2,2,LEAGUE PASS,WYGM 96.9FM / 740AM|The Team 980 AM / WFED 1500 AM,Bally Sports Florida|MNMT,,,was,orl
260,0022300260,https://www.nba.com/game/phx-vs-tor-0022300260,2023-11-29,7:30 pm,PHX,TOR,Phoenix Suns,Toronto Raptors,3,1,LEAGUE PASS,Sportsnet 590|ESPN 620 / S: KSUN,TSN|AZ Family 3TV / AZ Family Sports Network 44,,,phx,tor
261,0022300261,https://www.nba.com/game/uta-vs-mem-0022300261,2023-11-29,8:00 pm,UTA,MEM,Utah Jazz,Memphis Grizzlies,4,1,LEAGUE PASS,ESPN 92.9FM/680AM|KSL 97.5 FM / S: KBMG 106.3 FM,Bally Sports SE-MEM|KJZZ,,,uth,mem
262,0022300262,https://www.nba.com/game/phi-vs-nop-0022300262,2023-11-29,8:00 pm,PHI,NOP,Philadelphia 76ers,New Orleans Pelicans,5,2,LEAGUE PASS,WRNO 99.5FM|97.5 The Fanatic,Bally Sports New Orleans|NBC Sports Philadelphia,,,phi,no
263,0022300263,https://www.nba.com/game/hou-vs-den-0022300263,2023-11-29,9:00 pm,HOU,DEN,Houston Rockets,Denver Nuggets,6,1,LEAGUE PASS,Altitude Sports Radio 92.5 FM|790 AM / S: 93.3 FM,Altitude|Space City Home Network,,,hou,den
264,0022300264,https://www.nba.com/game/lac-vs-sac-0022300264,2023-11-29,10:00 pm,LAC,SAC,LA Clippers,Sacramento Kings,7,1,NBA TV,Sactown Sports 1140 AM|AM 570 KLAC/S: KWKW,NBCSCA|KTLA,,,lac,sac
265,0022300265,https://www.nba.com/game/por-vs-cle-0022300265,2023-11-30,7:00 pm,POR,CLE,Portland Trail Blazers,Cleveland Cavaliers,1,1,LEAGUE PASS,WTAM/WMMS/La Mega|Rip City Radio 620,Bally Sports Ohio|ROOT SPORTS PLUS,,,por,cle
266,0022300266,https://www.nba.com/game/cha-vs-bkn-0022300266,2023-11-30,7:30 pm,CHA,BKN,Charlotte Hornets,Brooklyn Nets,2,1,LEAGUE PASS,101.9 FM / 660 AM|WFNZ 92.7 FM,YES|Bally Sports SE-CHA,,,cha,bkn
267,0022300267,https://www.nba.com/game/ind-vs-mia-0022300267,2023-11-30,7:30 pm,IND,MIA,Indiana Pacers,Miami Heat,3,2,NBA TV,WQAM 560 / S: WAQI 710|93.5/107.5 The Fan,Bally Sports Sun|Bally Sports Indiana,,,ind,mia
268,0022300268,https://www.nba.com/game/det-vs-nyk-0022300268,2023-11-30,7:30 pm,DET,NYK,Detroit Pistons,New York Knicks,4,3,LEAGUE PASS,ESPN NY 98.7|950 AM,MSG|Bally Sports DET,,,det,nyk
269,0022300269,https://www.nba.com/game/mil-vs-chi-0022300269,2023-11-30,8:00 pm,MIL,CHI,Milwaukee Bucks,Chicago Bulls,5,1,LEAGUE PASS,670 AM / S: 1200 AM|620 AM/103.3 FM WTMJ,NBCSCH+|Bally Sports WI,,,mil,chi
270,0022300270,https://www.nba.com/game/uta-vs-min-0022300270,2023-11-30,8:00 pm,UTA,MIN,Utah Jazz,Minnesota Timberwolves,6,2,LEAGUE PASS,KSL 97.5 FM / S: KBMG 106.3 FM,Bally Sports North|KJZZ,,,uth,min
271,0022300271,https://www.nba.com/game/lal-vs-okc-0022300271,2023-11-30,8:00 pm,LAL,OKC,Los Angeles Lakers,Oklahoma City Thunder,7,3,LEAGUE PASS,WWLS/WKY|ESPN LA 710/1330 KWKW,Bally Sports OK|Spectrum SportsNet,,,lal,okc
272,0022300272,https://www.nba.com/game/atl-vs-sas-0022300272,2023-11-30,8:00 pm,ATL,SAS,Atlanta Hawks,San Antonio Spurs,8,4,LEAGUE PASS,WOAI/KXTN|WZGC,Bally Sports SW-SA|Bally Sports SE-ATL,,,atl,sas
273,0022300273,https://www.nba.com/game/lac-vs-gsw-0022300273,2023-11-30,10:00 pm,LAC,GSW,LA Clippers,Golden State Warriors,9,1,LEAGUE PASS,95.7 The Game|AM 570 KLAC/S: KWKW,NBC Sports Bay Area|Bally Sports SoCal,,,lac,gsw
274,0022300274,https://www.nba.com/game/was-vs-orl-0022300274,2023-12-01,7:00 pm,WAS,ORL,Washington Wizards,Orlando Magic,1,1,LEAGUE PASS,WYGM 96.9FM / 740AM|The Team 980 AM / WFED 1500 AM,Bally Sports Florida|MNMT,,,was,orl
275,0022300275,https://www.nba.com/game/phi-vs-bos-0022300275,2023-12-01,7:30 pm,PHI,BOS,Philadelphia 76ers,Boston Celtics,2,1,LEAGUE PASS,98.5 The Sports Hub|97.5 The Fanatic,NBC Sports Boston|NBC Sports Philadelphia,,,phi,bos
276,0022300276,https://www.nba.com/game/nyk-vs-tor-0022300276,2023-12-01,7:30 pm,NYK,TOR,New York Knicks,Toronto Raptors,3,2,LEAGUE PASS,TSN Radio 1050|ESPN NY 98.7,TSN|MSG,,,nyk,tor
277,0022300277,https://www.nba.com/game/mem-vs-dal-0022300277,2023-12-01,7:30 pm,MEM,DAL,Memphis Grizzlies,Dallas Mavericks,4,3,ESPN,97.1 FM / S: 99.1 FM|ESPN 92.9FM/680AM,Bally Sports SW-DAL|Bally Sports SE-MEM,,,mem,dal
278,0022300278,https://www.nba.com/game/sas-vs-nop-0022300278,2023-12-01,8:00 pm,SAS,NOP,San Antonio Spurs,New Orleans Pelicans,5,1,LEAGUE PASS,WRNO 99.5FM|WOAI/KXTN,Bally Sports New Orleans|Bally Sports SW-SA,,,sas,no
279,0022300279,https://www.nba.com/game/den-vs-phx-0022300279,2023-12-01,10:00 pm,DEN,PHX,Denver Nuggets,Phoenix Suns,6,1,ESPN,KMVP 98.7 / S: KSUN|Altitude Sports Radio 92.5 FM,AZ Family 3TV / AZ Family Sports Network 44|Altitude,,,den,phx
280,0022300280,https://www.nba.com/game/gsw-vs-lac-0022300280,2023-12-02,4:00 pm,GSW,LAC,Golden State Warriors,LA Clippers,1,1,LEAGUE PASS,AM 570 KLAC/S: KWKW|95.7 The Game,Bally Sports SoCal|NBC Sports Bay Area,,,gsw,lac
281,0022300281,https://www.nba.com/game/min-vs-cha-0022300281,2023-12-02,5:00 pm,MIN,CHA,Minnesota Timberwolves,Charlotte Hornets,2,1,LEAGUE PASS,WFNZ 92.7 FM,Bally Sports SE-CHA|Bally Sports North,,,min,cha
282,0022300282,https://www.nba.com/game/orl-vs-bkn-0022300282,2023-12-02,7:00 pm,ORL,BKN,Orlando Magic,Brooklyn Nets,3,1,LEAGUE PASS,101.9 FM / 660 AM|WYGM 96.9FM / 740AM,YES|Bally Sports Florida,,,orl,bkn
283,0022300283,https://www.nba.com/game/cle-vs-det-0022300283,2023-12-02,7:00 pm,CLE,DET,Cleveland Cavaliers,Detroit Pistons,4,2,LEAGUE PASS,950 AM or 98.7 FM|WTAM/WMMS/La Mega,BSDET Extra|Bally Sports Ohio,,,cle,det
284,0022300284,https://www.nba.com/game/ind-vs-mia-0022300284,2023-12-02,8:00 pm,IND,MIA,Indiana Pacers,Miami Heat,5,1,LEAGUE PASS,WQAM 560 / S: WAQI 710|93.5/107.5 The Fan,Bally Sports Sun|Bally Sports Indiana,,,ind,mia
285,0022300285,https://www.nba.com/game/nop-vs-chi-0022300285,2023-12-02,8:00 pm,NOP,CHI,New Orleans Pelicans,Chicago Bulls,6,2,LEAGUE PASS,670 AM / S: 1200 AM|WRNO 99.5FM,NBC Sports Chicago|Bally Sports New Orleans,,,no,chi
286,0022300286,https://www.nba.com/game/atl-vs-mil-0022300286,2023-12-02,8:00 pm,ATL,MIL,Atlanta Hawks,Milwaukee Bucks,7,3,LEAGUE PASS,620 AM/103.3 FM WTMJ|WZGC,Bally Sports WI|Bally Sports SE-ATL,,,atl,mil
287,0022300287,https://www.nba.com/game/okc-vs-dal-0022300287,2023-12-02,9:00 pm,OKC,DAL,Oklahoma City Thunder,Dallas Mavericks,8,1,LEAGUE PASS,97.1 FM / S: 99.1 FM|WWLS 98.1FM OKC,Bally Sports SW-DAL|Bally Sports OK,,,okc,dal
288,0022300288,https://www.nba.com/game/mem-vs-phx-0022300288,2023-12-02,9:00 pm,MEM,PHX,Memphis Grizzlies,Phoenix Suns,9,2,LEAGUE PASS,KMVP 98.7 / S: KSUN|ESPN 92.9FM/680AM,AZ Family Sports Network 44|Bally Sports SE-MEM,,,mem,phx
289,0022300289,https://www.nba.com/game/por-vs-uta-0022300289,2023-12-02,9:30 pm,POR,UTA,Portland Trail Blazers,Utah Jazz,10,1,LEAGUE PASS,KSL 97.5 FM / S: KBMG 106.3 FM|Rip City Radio 620,KJZZ|ROOT SPORTS PLUS,,,por,uth
290,0022300290,https://www.nba.com/game/den-vs-sac-0022300290,2023-12-02,10:00 pm,DEN,SAC,Denver Nuggets,Sacramento Kings,11,1,NBA TV,Sactown Sports 1140 AM|Altitude Sports Radio 950 AM,NBCSCA|Altitude,,,den,sac
291,0022300291,https://www.nba.com/game/hou-vs-lal-0022300291,2023-12-02,10:30 pm,HOU,LAL,Houston Rockets,Los Angeles Lakers,12,1,LEAGUE PASS,ESPN LA 710/1330 KWKW|790 AM / S: 93.3 FM,Spectrum SportsNet|Space City Home Network,,,hou,lal
292,NA,,2023-12-04,TBD,,,TBD,TBD,1,1,TBD,,,,,,
293,NA,,2023-12-04,TBD,,,TBD,TBD,1,1,TBD,,,,,,
294,NA,,2023-12-05,TBD,,,TBD,TBD,1,1,TBD,,,,,,
295,NA,,2023-12-05,TBD,,,TBD,TBD,1,1,TBD,,,,,,
296,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
297,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
298,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
299,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
300,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
301,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
302,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
303,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
304,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
305,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
306,NA,,2023-12-06,TBD,,,TBD,TBD,1,1,TBD,,,,,,
307,NA,,2023-12-07,TBD,,,TBD,TBD,1,1,TBD,,,,,,
308,NA,,2023-12-07,TBD,,,TBD,TBD,1,1,TBD,,,,,,
309,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
310,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
311,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
312,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
313,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
314,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
315,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
316,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
317,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
318,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
319,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
320,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
321,NA,,2023-12-08,TBD,,,TBD,TBD,1,1,TBD,,,,,,
322,NA,,2023-12-09,TBD,,,TBD,TBD,1,1,TBD,,,,,,
323,0022300292,https://www.nba.com/game/mia-vs-cha-0022300292,2023-12-11,7:00 pm,MIA,CHA,Miami Heat,Charlotte Hornets,1,1,LEAGUE PASS,WFNZ 92.7 FM|WQAM 560 / S: WAQI 710,Bally Sports SE-CHA|Bally Sports Sun,,,mia,cha
324,0022300293,https://www.nba.com/game/ind-vs-det-0022300293,2023-12-11,7:00 pm,IND,DET,Indiana Pacers,Detroit Pistons,2,2,LEAGUE PASS,950 AM|93.5/107.5 The Fan,BSDET Extra|Bally Sports Indiana,,,ind,det
325,0022300294,https://www.nba.com/game/cle-vs-orl-0022300294,2023-12-11,7:00 pm,CLE,ORL,Cleveland Cavaliers,Orlando Magic,3,3,LEAGUE PASS,WYGM 96.9FM / 740AM|WTAM/WMMS/La Mega,Bally Sports Florida|Bally Sports Ohio,,,cle,orl
326,0022300295,https://www.nba.com/game/was-vs-phi-0022300295,2023-12-11,7:00 pm,WAS,PHI,Washington Wizards,Philadelphia 76ers,4,4,LEAGUE PASS,97.5 The Fanatic|The Team 980 AM / WFED 1500 AM,NBC Sports Philadelphia|MNMT,,,was,phi
327,0022300296,https://www.nba.com/game/den-vs-atl-0022300296,2023-12-11,7:30 pm,DEN,ATL,Denver Nuggets,Atlanta Hawks,5,1,LEAGUE PASS,WZGC|Altitude Sports Radio 950 AM,Bally Sports SE-ATL|Altitude 2,,,den,atl
328,0022300297,https://www.nba.com/game/tor-vs-nyk-0022300297,2023-12-11,7:30 pm,TOR,NYK,Toronto Raptors,New York Knicks,6,2,LEAGUE PASS,ESPN NY 98.7|TSN Radio 1050,MSG|TSN,,,tor,nyk
329,0022300298,https://www.nba.com/game/sas-vs-hou-0022300298,2023-12-11,8:00 pm,SAS,HOU,San Antonio Spurs,Houston Rockets,7,1,LEAGUE PASS,790 AM / S: 93.3 FM|WOAI/KXTN,Space City Home Network|Bally Sports SW-SA,,,sas,hou
330,0022300299,https://www.nba.com/game/dal-vs-mem-0022300299,2023-12-11,8:00 pm,DAL,MEM,Dallas Mavericks,Memphis Grizzlies,8,2,NBA TV,ESPN 92.9FM/680AM|97.1 FM / S: 99.1 FM,Bally Sports SE-MEM|Bally Sports SW-DAL,,,dal,mem
331,0022300300,https://www.nba.com/game/chi-vs-mil-0022300300,2023-12-11,8:00 pm,CHI,MIL,Chicago Bulls,Milwaukee Bucks,9,3,LEAGUE PASS,620 AM/103.3 FM WTMJ|670 The Score,Bally Sports WI|NBC Sports Chicago,,,chi,mil
332,0022300301,https://www.nba.com/game/min-vs-nop-0022300301,2023-12-11,8:00 pm,MIN,NOP,Minnesota Timberwolves,New Orleans Pelicans,10,4,LEAGUE PASS,WRNO 99.5FM,Bally Sports New Orleans|Bally Sports North,,,min,no
333,0022300302,https://www.nba.com/game/uta-vs-okc-0022300302,2023-12-11,8:00 pm,UTA,OKC,Utah Jazz,Oklahoma City Thunder,11,5,LEAGUE PASS,WWLS/WKY|KSL 1160 AM & 102.7 FM / S: KBMG 106.3 FM,Bally Sports OK|KJZZ,,,uth,okc
334,0022300303,https://www.nba.com/game/bkn-vs-sac-0022300303,2023-12-11,10:00 pm,BKN,SAC,Brooklyn Nets,Sacramento Kings,12,1,LEAGUE PASS,Sactown Sports 1140 AM|WCBS 880 AM,NBCSCA|YES,,,bkn,sac
335,0022300304,https://www.nba.com/game/por-vs-lac-0022300304,2023-12-11,10:30 pm,POR,LAC,Portland Trail Blazers,LA Clippers,13,1,LEAGUE PASS,AM 570 KLAC/S: KWKW|Rip City Radio 620,Bally Sports SoCal|ROOT SPORTS/ROOT SPORTS Plus,,,por,lac
336,0022300305,https://www.nba.com/game/cle-vs-bos-0022300305,2023-12-12,7:30 pm,CLE,BOS,Cleveland Cavaliers,Boston Celtics,1,1,LEAGUE PASS,98.5 The Sports Hub|WTAM/WMMS/La Mega,NBC Sports Boston|Bally Sports Ohio,,,cle,bos
337,0022300306,https://www.nba.com/game/lal-vs-dal-0022300306,2023-12-12,7:30 pm,LAL,DAL,Los Angeles Lakers,Dallas Mavericks,2,2,TNT,97.1 FM / S: 99.1 FM|ESPN LA 710/1330 KWKW,Spectrum SportsNet,,,lal,dal
338,0022300307,https://www.nba.com/game/den-vs-chi-0022300307,2023-12-12,8:00 pm,DEN,CHI,Denver Nuggets,Chicago Bulls,3,1,LEAGUE PASS,670 AM / S: 1200 AM|Altitude Sports Radio 92.5 FM,NBC Sports Chicago|Altitude,,,den,chi
339,0022300308,https://www.nba.com/game/gsw-vs-phx-0022300308,2023-12-12,10:00 pm,GSW,PHX,Golden State Warriors,Phoenix Suns,4,1,TNT,KMVP 98.7 / S: KSUN|95.7 The Game,,,,gsw,phx
340,0022300309,https://www.nba.com/game/sac-vs-lac-0022300309,2023-12-12,10:30 pm,SAC,LAC,Sacramento Kings,LA Clippers,5,1,LEAGUE PASS,AM 570 KLAC/S: KWKW|Sactown Sports 1140 AM,Bally Sports SoCal|NBCSCA,,,sac,lac
341,0022300310,https://www.nba.com/game/phi-vs-det-0022300310,2023-12-13,7:00 pm,PHI,DET,Philadelphia 76ers,Detroit Pistons,1,1,LEAGUE PASS,97.1 FM The Ticket|97.5 The Fanatic,Bally Sports DET|NBC Sports Philadelphia,,,phi,det
342,0022300311,https://www.nba.com/game/nop-vs-was-0022300311,2023-12-13,7:00 pm,NOP,WAS,New Orleans Pelicans,Washington Wizards,2,2,LEAGUE PASS,The Team 980 AM / WFED 1500 AM|WRNO 99.5FM,MNMT|Bally Sports New Orleans,,,no,was
343,0022300312,https://www.nba.com/game/cha-vs-mia-0022300312,2023-12-13,7:30 pm,CHA,MIA,Charlotte Hornets,Miami Heat,3,1,LEAGUE PASS,WQAM 560 / S: WAQI 710|WFNZ 92.7 FM,Bally Sports Sun|Bally Sports SE-CHA,,,cha,mia
344,0022300313,https://www.nba.com/game/atl-vs-tor-0022300313,2023-12-13,7:30 pm,ATL,TOR,Atlanta Hawks,Toronto Raptors,4,2,LEAGUE PASS,Sportsnet 590|WZGC,SN|Bally Sports SE-ATL,,,atl,tor
345,0022300314,https://www.nba.com/game/mem-vs-hou-0022300314,2023-12-13,8:00 pm,MEM,HOU,Memphis Grizzlies,Houston Rockets,5,1,LEAGUE PASS,790 AM / S: 93.3 FM|ESPN 92.9FM/680AM,Space City Home Network|Bally Sports SE-MEM,,,mem,hou
346,0022300315,https://www.nba.com/game/ind-vs-mil-0022300315,2023-12-13,8:00 pm,IND,MIL,Indiana Pacers,Milwaukee Bucks,6,2,LEAGUE PASS,620 AM/103.3 FM WTMJ|93.5/107.5 The Fan,Bally Sports WI|Bally Sports Indiana,,,ind,mil
347,0022300316,https://www.nba.com/game/lal-vs-sas-0022300316,2023-12-13,8:00 pm,LAL,SAS,Los Angeles Lakers,San Antonio Spurs,7,3,NBA TV,WOAI/KXTN|ESPN LA 710/1330 KWKW,Bally Sports SW-SA|Spectrum SportsNet,,,lal,sas
348,0022300317,https://www.nba.com/game/bkn-vs-phx-0022300317,2023-12-13,9:00 pm,BKN,PHX,Brooklyn Nets,Phoenix Suns,8,1,LEAGUE PASS,KMVP 98.7 / S: KSUN|101.9 FM / 660 AM,AZ Family 3TV / AZ Family Sports Network 44|YES,,,bkn,phx
349,0022300318,https://www.nba.com/game/nyk-vs-uta-0022300318,2023-12-13,9:00 pm,NYK,UTA,New York Knicks,Utah Jazz,9,2,LEAGUE PASS,KSL 97.5 FM / S: KBMG 106.3 FM|ESPN NY 98.7,KJZZ|MSG,,,nyk,uth
350,0022300319,https://www.nba.com/game/cle-vs-bos-0022300319,2023-12-14,7:30 pm,CLE,BOS,Cleveland Cavaliers,Boston Celtics,1,1,NBA TV,98.5 The Sports Hub|WTAM/WMMS/La Mega,NBC Sports Boston|Bally Sports Ohio,,,cle,bos
351,0022300320,https://www.nba.com/game/chi-vs-mia-0022300320,2023-12-14,7:30 pm,CHI,MIA,Chicago Bulls,Miami Heat,2,2,LEAGUE PASS,WQAM 560 / S: WAQI 710|670 The Score,Bally Sports Sun|NBC Sports Chicago,,,chi,mia
352,0022300321,https://www.nba.com/game/min-vs-dal-0022300321,2023-12-14,8:30 pm,MIN,DAL,Minnesota Timberwolves,Dallas Mavericks,3,1,LEAGUE PASS,97.1 FM / S: 99.1 FM,Bally Sports SW-DAL|Bally Sports North Extra,,,min,dal
353,0022300322,https://www.nba.com/game/bkn-vs-den-0022300322,2023-12-14,9:00 pm,BKN,DEN,Brooklyn Nets,Denver Nuggets,4,1,LEAGUE PASS,Altitude Sports Radio 92.5 FM|101.9 FM / 660 AM,Altitude|YES,,,bkn,den
354,0022300323,https://www.nba.com/game/uta-vs-por-0022300323,2023-12-14,10:00 pm,UTA,POR,Utah Jazz,Portland Trail Blazers,5,1,LEAGUE PASS,Rip City Radio 620|KSL 97.5 FM / S: KBMG 106.3 FM,ROOT SPORTS PLUS|KJZZ,,,uth,por
355,0022300324,https://www.nba.com/game/okc-vs-sac-0022300324,2023-12-14,10:00 pm,OKC,SAC,Oklahoma City Thunder,Sacramento Kings,6,2,LEAGUE PASS,Sactown Sports 1140 AM|WWLS 98.1FM OKC,NBCSCA|Bally Sports OK,,,okc,sac
356,0022300325,https://www.nba.com/game/gsw-vs-lac-0022300325,2023-12-14,10:30 pm,GSW,LAC,Golden State Warriors,LA Clippers,7,1,NBA TV,AM 570 KLAC/S: KWKW|95.7 The Game,KTLA|NBC Sports Bay Area,,,gsw,lac
357,0022300326,https://www.nba.com/game/nop-vs-cha-0022300326,2023-12-15,7:00 pm,NOP,CHA,New Orleans Pelicans,Charlotte Hornets,1,1,LEAGUE PASS,WFNZ 92.7 FM|WRNO 99.5FM,Bally Sports SE-CHA|Bally Sports New Orleans,,,no,cha
358,0022300327,https://www.nba.com/game/det-vs-phi-0022300327,2023-12-15,7:00 pm,DET,PHI,Detroit Pistons,Philadelphia 76ers,2,2,LEAGUE PASS,97.5 The Fanatic|97.1 FM The Ticket,NBC Sports Philadelphia|Bally Sports DET,,,det,phi
359,0022300328,https://www.nba.com/game/ind-vs-was-0022300328,2023-12-15,7:00 pm,IND,WAS,Indiana Pacers,Washington Wizards,3,3,LEAGUE PASS,The Team 980 AM / WFED 1500 AM|93.5/107.5 The Fan,MNMT|Bally Sports Indiana,,,ind,was
360,0022300329,https://www.nba.com/game/orl-vs-bos-0022300329,2023-12-15,7:30 pm,ORL,BOS,Orlando Magic,Boston Celtics,4,1,LEAGUE PASS,ROCK 92.9|WYGM 96.9FM / 740AM,NBC Sports Boston|Bally Sports Florida,,,orl,bos
361,0022300330,https://www.nba.com/game/atl-vs-tor-0022300330,2023-12-15,7:30 pm,ATL,TOR,Atlanta Hawks,Toronto Raptors,5,2,LEAGUE PASS,TSN Radio 1050|WZGC,TSN|Bally Sports SE-ATL,,,atl,tor
362,0022300331,https://www.nba.com/game/lal-vs-sas-0022300331,2023-12-15,7:30 pm,LAL,SAS,Los Angeles Lakers,San Antonio Spurs,6,3,ESPN,WOAI/KXTN|ESPN LA 710/1330 KWKW,CW35|Spectrum SportsNet,,,lal,sas
363,0022300332,https://www.nba.com/game/hou-vs-mem-0022300332,2023-12-15,8:00 pm,HOU,MEM,Houston Rockets,Memphis Grizzlies,7,1,LEAGUE PASS,ESPN 92.9FM/680AM|790 AM / S: 93.3 FM,Bally Sports SE-MEM|Space City Home Network,,,hou,mem
364,0022300333,https://www.nba.com/game/nyk-vs-phx-0022300333,2023-12-15,10:00 pm,NYK,PHX,New York Knicks,Phoenix Suns,8,1,ESPN,KMVP 98.7 / S: KSUN|ESPN NY 98.7,AZ Family 3TV / AZ Family Sports Network 44|MSG,,,nyk,phx
365,0022300334,https://www.nba.com/game/det-vs-mil-0022300334,2023-12-16,6:00 pm,DET,MIL,Detroit Pistons,Milwaukee Bucks,1,1,LEAGUE PASS,620 AM/103.3 FM WTMJ|97.1 FM The Ticket,Bally Sports WI|Bally Sports DET,,,det,mil
366,0022300335,https://www.nba.com/game/phi-vs-cha-0022300335,2023-12-16,7:00 pm,PHI,CHA,Philadelphia 76ers,Charlotte Hornets,2,1,LEAGUE PASS,WFNZ 92.7 FM|97.5 The Fanatic,Bally Sports SE-CHA|NBCSP+,,,phi,cha
367,0022300336,https://www.nba.com/game/atl-vs-cle-0022300336,2023-12-16,7:30 pm,ATL,CLE,Atlanta Hawks,Cleveland Cavaliers,3,1,NBA TV,WTAM/WMMS/La Mega|WZGC,Bally Sports Ohio|Bally Sports SE-ATL,,,atl,cle
368,0022300337,https://www.nba.com/game/chi-vs-mia-0022300337,2023-12-16,8:00 pm,CHI,MIA,Chicago Bulls,Miami Heat,4,1,LEAGUE PASS,WQAM 560 / S: WAQI 710|670 The Score,Bally Sports Sun|NBC Sports Chicago,,,chi,mia
369,0022300338,https://www.nba.com/game/ind-vs-min-0022300338,2023-12-16,8:00 pm,IND,MIN,Indiana Pacers,Minnesota Timberwolves,5,2,LEAGUE PASS,93.5/107.5 The Fan,Bally Sports North|Bally Sports Indiana,,,ind,min
370,0022300339,https://www.nba.com/game/bkn-vs-gsw-0022300339,2023-12-16,8:30 pm,BKN,GSW,Brooklyn Nets,Golden State Warriors,6,1,LEAGUE PASS,95.7 The Game|101.9 FM / 660 AM,NBC Sports Bay Area|YES,,,bkn,gsw
371,0022300340,https://www.nba.com/game/okc-vs-den-0022300340,2023-12-16,9:00 pm,OKC,DEN,Oklahoma City Thunder,Denver Nuggets,7,1,LEAGUE PASS,Altitude Sports Radio 92.5 FM|WWLS 98.1FM OKC,Altitude|Bally Sports OK,,,okc,den
372,0022300341,https://www.nba.com/game/dal-vs-por-0022300341,2023-12-16,9:00 pm,DAL,POR,Dallas Mavericks,Portland Trail Blazers,8,2,LEAGUE PASS,Rip City Radio 620|97.1 FM / S: 99.1 FM,ROOT SPORTS PLUS|Bally Sports SW-DAL,,,dal,por
373,0022300342,https://www.nba.com/game/uta-vs-sac-0022300342,2023-12-16,10:00 pm,UTA,SAC,Utah Jazz,Sacramento Kings,9,1,NBA TV,Sactown Sports 1140 AM|KSL 97.5 FM / S: KBMG 106.3 FM,NBCSCA|KJZZ,,,uth,sac
374,0022300343,https://www.nba.com/game/nyk-vs-lac-0022300343,2023-12-16,10:30 pm,NYK,LAC,New York Knicks,LA Clippers,10,1,LEAGUE PASS,AM 570 KLAC/S: KWKW|ESPN NY 98.7,Bally Sports SoCal|MSG,,,nyk,lac
375,0022300344,https://www.nba.com/game/orl-vs-bos-0022300344,2023-12-17,3:00 pm,ORL,BOS,Orlando Magic,Boston Celtics,1,1,LEAGUE PASS,98.5 The Sports Hub|WYGM 96.9FM / 740AM,NBC Sports Boston|Bally Sports Florida,,,orl,bos
376,0022300345,https://www.nba.com/game/nop-vs-sas-0022300345,2023-12-17,3:30 pm,NOP,SAS,New Orleans Pelicans,San Antonio Spurs,2,1,LEAGUE PASS,WOAI/KXTN|WRNO 99.5FM,Bally Sports SW-SA|Bally Sports New Orleans,,,no,sas
